,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,forest_clfs accuracy,forest_clfs perct acc > 0.8
spapros_0_bone_marrow_41,0.741265610466743,0.613007686428169,0.8182574943530831,0.703844796502574
spapros_0_bone_marrow_42,0.7174439074222464,0.5643111202997988,0.8222309975124832,0.7094483157739099
spapros_0_bone_marrow_43,0.7380312749745659,0.6103245704271222,0.8325481123491174,0.7620724458606417
spapros_0_bone_marrow_44,0.6810266761047354,0.5372961730587897,0.8009860283801357,0.6411127439731414
spapros_0_bone_marrow_45,0.6615132080642236,0.48053173864742293,0.6971714678838004,0.4520531649236031
spapros_0_bone_marrow_46,0.7084198372741547,0.5443803292560185,0.7689586557483696,0.5894568436902534
spapros_0_bone_marrow_47,0.6867628043743002,0.5172888488228702,0.7515006228373441,0.50574325740027
spapros_0_bone_marrow_48,0.7002985127055719,0.5488981893492026,0.8073447334374165,0.6473444697386933
spapros_0_bone_marrow_49,0.7006435050324753,0.5544648023890454,0.8256841966873737,0.731473355566958
spapros_0_bone_marrow_50,0.6790602648314611,0.4944156686398761,0.7249469015659855,0.4430457052240049
spapros_0_bone_marrow_51,0.701721505652469,0.5446509428834869,0.8082729936427421,0.6404946469350297
spapros_0_bone_marrow_52,0.6976842362471928,0.5507975858869353,0.8120109775013636,0.6508725451059552
spapros_0_bone_marrow_53,0.699481657021334,0.5525050855342247,0.8071512798925203,0.652440455396064
spapros_0_bone_marrow_54,0.7026998220323293,0.5752951025091886,0.8363428307771166,0.7468561942124643
spapros_0_bone_marrow_55,0.716813411205628,0.5737337545383602,0.8226906395883229,0.6860398854316486
spapros_0_bone_marrow_56,0.7088923817504287,0.5618202991014757,0.8155265104702147,0.6926881391180735
spapros_0_bone_marrow_57,0.7007369301273327,0.5492785175038983,0.8111642521254041,0.6671832096130692
spapros_0_bone_marrow_58,0.7001314278564901,0.5588350349231321,0.81267468218266,0.6748114470191009
spapros_0_bone_marrow_59,0.696952939175421,0.5584428747869771,0.8141801645764133,0.6744069946936109
spapros_0_bone_marrow_60,0.7425383332906277,0.598599992001936,0.821917357731936,0.7239718443476211
spapros_0_bone_marrow_61,0.7147381007608599,0.5824289823196362,0.8113392889636759,0.6579817317695944
spapros_0_bone_marrow_62,0.698048613713792,0.5587941947565332,0.8182509584596799,0.6956089579186877
spapros_0_bone_marrow_63,0.7222172351384086,0.565214653080074,0.8089314359485421,0.6698521927495925
spapros_0_bone_marrow_64,0.7012184260546417,0.563670060195115,0.8075332838142831,0.6609650142113097
spapros_0_bone_marrow_65,0.7151975935341159,0.5540134769136668,0.8166497088622491,0.6717133472642034
spapros_0_bone_marrow_66,0.6938712883505833,0.5553021762715644,0.8221510677751038,0.7215489094412603
spapros_0_bone_marrow_67,0.7351868417741565,0.5965162964459866,0.8023152703572185,0.6738130890331998
spapros_0_bone_marrow_68,0.715212857178454,0.5894497347137335,0.8074690498820837,0.6613028137817972
spapros_0_bone_marrow_69,0.7035090886826072,0.5546749796229925,0.8080581803804961,0.6668874220804963
spapros_0_bone_marrow_70,0.6980293478602285,0.5430583529919304,0.8010764029253794,0.644022587586643
spapros_0_bone_marrow_71,0.7073164521639437,0.5681853533399819,0.8189857712551138,0.6844813336422891
spapros_0_bone_marrow_72,0.7256887428993365,0.5855261717606037,0.8174655097425603,0.706289630529821
spapros_0_bone_marrow_73,0.6816892496436648,0.5525645127363609,0.8120061870863206,0.6851183601261706
spapros_0_bone_marrow_74,0.6898774341292264,0.5515834061459319,0.814124446327319,0.685801324565829
spapros_0_bone_marrow_75,0.7197223759160605,0.5568214592831702,0.8085420406700466,0.6615575081234135
spapros_0_bone_marrow_76,0.696580831798384,0.5481599739515833,0.8028219266797044,0.6378969957788353
spapros_0_bone_marrow_77,0.6811507895847402,0.5415124066539582,0.815929394262366,0.6932235651371822
spapros_0_bone_marrow_78,0.6532657454974621,0.5341092705734714,0.8132451405593015,0.6683414020679893
spapros_0_bone_marrow_79,0.6974627528751858,0.5541463129580935,0.819611428141429,0.6975008559427855
spapros_0_bone_marrow_80,0.7088243781667658,0.547860639291909,0.7999509410376746,0.6605321594177347
spapros_0_bone_marrow_81,0.6852079196323553,0.5513320283292611,0.8165055899973798,0.6816025509677148
spapros_0_bone_marrow_82,0.7052175776311688,0.5484080426094056,0.8136528520474513,0.6542738619985253
spapros_0_bone_marrow_83,0.6825722405542358,0.5487241930122065,0.8190249632466013,0.7044189183084931
