,forest_clfs accuracy,forest_clfs perct acc > 0.8,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60
spapros_0_eye_0,0.8459804893847938,0.7500000000000001,0.2658032300423846,0.28021881651874725
spapros_0_eye_1,0.8900020873981941,0.8968468468468469,0.2829047127941568,0.2967518271405645
spapros_0_eye_2,0.8686559216687332,0.8784384384384385,0.16872354264959544,0.22922094419435274
spapros_0_eye_3,0.7544539597710391,0.4996570218602524,0.09484060452206129,0.17798385381130494
spapros_0_eye_4,0.8182429796497113,0.7,0.49661572091646994,0.3228217580323077
spapros_0_eye_5,0.9694417406147624,0.9728490028490027,0.7461343159490792,0.4270932726669029
spapros_0_eye_6,0.8291759334481572,0.6901938301938304,0.1651029085177847,0.2712530850370264
spapros_0_eye_7,0.8855740434983244,0.8160879060879062,0.24100204615664497,0.29454285178830064
spapros_0_eye_8,0.942614930172655,0.9253322553322552,0.5330888923864283,0.3655206140084225
spapros_0_eye_9,0.9060242080995999,0.859090909090909,0.31095672250989637,0.31000194659840086
spapros_0_eye_10,0.8617167472618915,0.7945017745017744,0.15880694158154657,0.2580795161829454
spapros_0_eye_11,0.9476500639003484,0.9196296296296296,0.5160636114849207,0.3574260396784247
spapros_0_eye_12,0.9640443761260586,0.9610541310541307,0.660056419214428,0.40683891486932894
spapros_0_eye_13,0.963416851376724,0.9469800569800568,0.7095850716719584,0.42170308452927363
spapros_0_eye_14,0.9660254338605764,0.9624216524216523,0.6264586747677365,0.40860349307393146
spapros_0_eye_15,0.9474580837948192,0.9,0.4804837899157208,0.3554507170005962
spapros_0_eye_16,0.968531937900025,1.0,0.4938693761591867,0.3529737109558196
spapros_0_eye_17,0.8438330550608963,0.7766175266175267,0.12033029263780896,0.19237406731917178
spapros_0_eye_18,0.8763111073328659,0.8718181818181818,0.16565667184380206,0.2550189545253754
spapros_0_eye_19,0.9012242373219739,0.8536363636363637,0.12369009016456388,0.28597441913385235
spapros_0_eye_20,0.9595626279811722,0.9623076923076923,0.3368769870257937,0.3481705881168288
spapros_0_eye_21,0.9306668677339882,0.9,0.4193720160147771,0.350874349509792
spapros_0_eye_22,0.96247294287313,0.9577492877492876,0.5928312544554324,0.37869276907240046
spapros_0_eye_23,0.9127893287144518,0.8988888888888888,0.3938766402260854,0.323993743786986
spapros_0_eye_24,0.9370724380942971,0.9,0.45230856672317493,0.3438040700516233
spapros_0_eye_25,0.9527605335124848,0.9652136752136752,0.41416919459901214,0.329286182790345
spapros_0_eye_26,0.9318585941974631,0.9,0.39334231872336367,0.3486066915067142
spapros_0_eye_27,0.9493943639439555,0.9076068376068378,0.5234876525555059,0.3789863522751703
spapros_0_eye_28,0.9424689634026245,0.9027635327635327,0.4855335154856405,0.34944036604364115
spapros_0_eye_29,0.939755588748838,0.9,0.43445615739412713,0.35392061613848974
spapros_0_eye_30,0.9309717166080504,0.9,0.4234922987543812,0.32956721237256137
spapros_0_eye_31,0.9440416207510356,0.9,0.46080393349940313,0.33932233418834135
spapros_0_eye_32,0.932110779556037,0.8684984984984986,0.33661942755892676,0.3238405415102732
spapros_0_eye_33,0.9555149817775537,0.9163817663817664,0.5200486514527186,0.37243600000564847
spapros_0_eye_34,0.9449212107082225,0.938091168091168,0.47302677847132013,0.33149646897451845
spapros_0_eye_35,0.9205724921016303,0.9,0.31518397961444256,0.3072845218549893
spapros_0_eye_36,0.9279196553331488,0.9,0.3042611586293086,0.3244918975261979
spapros_0_eye_37,0.9106824322606375,0.9,0.32423948119077967,0.30128860549040715
spapros_0_eye_38,0.9333333797788728,0.9,0.5030167882081555,0.3366890008192248
spapros_0_eye_39,0.9276822366954119,0.9,0.3428387409032526,0.3267813913986887
spapros_0_eye_40,0.9231375013350271,0.8772727272727273,0.4640205040664758,0.3274465657272739
spapros_0_eye_41,0.9275276919177988,0.9,0.4255215612933032,0.3341155100233127
spapros_0_eye_42,0.9289907217087654,0.9,0.23163406675038745,0.30683345189922673
spapros_0_eye_43,0.9390608927075693,0.9087464387464387,0.4352278916156362,0.33143938031419157
spapros_0_eye_44,0.9544785968534735,0.9865811965811965,0.38590304756083393,0.3328934217395986
spapros_0_eye_45,0.9463876388185097,0.9376923076923077,0.42791890713674796,0.33545267022573255
spapros_0_eye_46,0.9447316150630412,0.9409971509971509,0.3030007768904172,0.32739319874238637
spapros_0_eye_47,0.9409970565906264,0.9,0.3369142991831233,0.32756094531476
spapros_0_eye_48,0.9425547775969495,0.9314622314622312,0.4211089662243043,0.3509453952016834
spapros_0_eye_49,0.9516444344841922,0.9559259259259258,0.4878797311111084,0.33792869036877854
spapros_0_eye_50,0.9383854251205659,0.9,0.3517332041004356,0.3296971071088655
spapros_0_eye_51,0.9349344395251464,0.8773273273273272,0.3483758495364102,0.33165706036914167
spapros_0_eye_52,0.9494298244319677,0.9621367521367521,0.47638944763060626,0.3258250068723746
spapros_0_eye_53,0.9346652974060158,0.8999414799414798,0.3246130483732501,0.32440942217747626
spapros_0_eye_54,0.9425683769960521,0.9315954415954415,0.4627784668198255,0.3350709715584408
spapros_0_eye_55,0.9502554308573694,0.9500569800569799,0.46587812728648126,0.3262007417460648
