,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,forest_clfs accuracy,forest_clfs perct acc > 0.8
spapros_0_liver_0,0.5999664137876235,0.529636297998939,0.9249146123195009,0.9550547491723964
spapros_0_liver_1,0.5558034569064751,0.5133185280328758,0.9322358689640681,0.9180290297937354
spapros_0_liver_2,0.6156081236417409,0.5471763866852226,0.9320439258394534,0.9570919276801627
spapros_0_liver_3,0.5508042418440741,0.44993031974841047,0.8636392000381532,0.6119437939110071
spapros_0_liver_4,0.7109650051205761,0.5960517758126287,0.9466649156316674,0.9365673542144132
spapros_0_liver_5,0.7585394621786037,0.5977150166704932,0.9569585435979013,1.0
spapros_0_liver_6,0.6027980595146216,0.5417071429408262,0.937831299937647,0.9095238095238093
spapros_0_liver_7,0.7328843434200347,0.5947234153214961,0.9483219937459092,0.947211611917494
spapros_0_liver_8,0.6053926685182562,0.5281867863706854,0.9384944564285148,0.9197606315253372
spapros_0_liver_9,0.5890206690132327,0.5119567086306626,0.9286549235781637,0.8974025974025972
spapros_0_liver_10,0.7819843494115446,0.5929473301981082,0.9575902156798698,1.0
spapros_0_liver_11,0.7157132156570594,0.5803059123030433,0.9056875906847568,0.8317697988286222
spapros_0_liver_12,0.6691288185740578,0.5639661891799905,0.9458739120214268,0.9431881843646549
spapros_0_liver_13,0.6318297032560938,0.555730294008083,0.9470185388302659,0.9619811560988032
spapros_0_liver_14,0.6745240640998666,0.5601884205821921,0.945981546392669,0.936669213139801
spapros_0_liver_15,0.636042969733276,0.5518435506811096,0.9493702873547479,0.9792971734148203
spapros_0_liver_16,0.6139964685124041,0.5611785627169925,0.9518475104372675,0.9793990323402085
spapros_0_liver_17,0.6860513250857974,0.5681828295894025,0.9561872514295978,0.9906035141329258
spapros_0_liver_18,0.6463492257219021,0.5551065012022003,0.9550960949716626,1.0
spapros_0_liver_19,0.6765698483766248,0.579697962689657,0.9565033933515931,0.9859689330277565
spapros_0_liver_20,0.6266608418794897,0.5626010092010452,0.9524748252934288,0.9757830404889228
spapros_0_liver_21,0.6154602176944088,0.5338768864928722,0.947911761634528,0.9758339699516168
spapros_0_liver_22,0.656184874722596,0.5715284357597404,0.9460424295933777,0.9536287242169593
spapros_0_liver_23,0.6488731513921885,0.5766896229091886,0.9447205546202647,0.956888209829386
spapros_0_liver_24,0.6355977085747264,0.557809788306973,0.950143893713151,0.9774637127578304
spapros_0_liver_25,0.6849910325782737,0.5620098128195827,0.945484648951638,0.9330022918258212
spapros_0_liver_26,0.6408314298763232,0.5444470452616402,0.9515590476334,0.970486376368729
spapros_0_liver_27,0.6249477803454988,0.5527237371327216,0.9480598340070855,0.9487394957983193
spapros_0_liver_28,0.601450243014646,0.5446155632120734,0.9480689436179588,0.9535777947542652
spapros_0_liver_29,0.6462759714062473,0.5768059485499966,0.942231722226559,0.9334606569900687
spapros_0_liver_30,0.6714731724821827,0.555503425611542,0.9513890818357976,1.0
spapros_0_liver_31,0.6765409374504336,0.5811743150400618,0.9465304344784373,0.9263305322128852
spapros_0_liver_32,0.6566245613145877,0.5735297354477662,0.9462791936034411,0.9363127069009425
spapros_0_liver_33,0.6561390460691029,0.5683786650976512,0.9431998157395617,0.9095238095238096
