,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,forest_clfs accuracy,forest_clfs perct acc > 0.8
spapros_0_bone_marrow_41,0.7073100844228759,0.6462492390104753,0.835492125849866,0.5910622740273057
spapros_0_bone_marrow_42,0.6961750574473377,0.6295483887937483,0.8609460094220983,0.725641540118243
spapros_0_bone_marrow_43,0.7103857133832345,0.6350795783759422,0.8325963727438335,0.5930157742431601
spapros_0_bone_marrow_44,0.6716832173742195,0.5569037920821502,0.8644024891955993,0.7389014882813126
spapros_0_bone_marrow_45,0.6521182826636578,0.487340853392943,0.8212886690706769,0.6715240677783174
spapros_0_bone_marrow_46,0.7160409144473634,0.5889448436395412,0.8853005229259704,0.7684324269066019
spapros_0_bone_marrow_47,0.6932558218459788,0.5502379431217446,0.8262885175965902,0.6215797491020568
spapros_0_bone_marrow_48,0.7234889889035473,0.612348182701071,0.8658987875180117,0.7791277740510545
spapros_0_bone_marrow_49,0.6722122369680834,0.56867563132455,0.8418630995844718,0.6347186908478207
spapros_0_bone_marrow_50,0.6805040009380905,0.5193617790815999,0.823414205106649,0.7026768754682611
spapros_0_bone_marrow_51,0.6954090584598844,0.5754663767379153,0.844530638525533,0.7491571889295356
spapros_0_bone_marrow_52,0.6859672501806995,0.5802870522662437,0.8678158481647268,0.7728546909341891
spapros_0_bone_marrow_53,0.6843154341236448,0.583886837198952,0.8028656593558687,0.6287839090741771
spapros_0_bone_marrow_54,0.6745316285974079,0.5896539568028241,0.8380832852863138,0.6309289754273398
spapros_0_bone_marrow_55,0.6945457503483718,0.5791150519003544,0.8442239867790731,0.6226502558862099
spapros_0_bone_marrow_56,0.6798628360881785,0.5824456004745528,0.8463949031490543,0.6607158538569372
spapros_0_bone_marrow_57,0.7014030092987276,0.5749265455658908,0.8583672122220457,0.7153621268302317
spapros_0_bone_marrow_58,0.7106919567934958,0.609632117928658,0.8735348145497692,0.6981356357539326
spapros_0_bone_marrow_59,0.6832165022524558,0.5880220990484877,0.8653790615823207,0.7186863149297396
spapros_0_bone_marrow_60,0.71434815914866,0.6387942677476638,0.8400828580599926,0.6085178779448306
spapros_0_bone_marrow_61,0.6854012645369638,0.6209890908771125,0.8240351115776129,0.7159383741250608
spapros_0_bone_marrow_62,0.7054016486685779,0.584287472636302,0.8686160727970487,0.7298200650966663
spapros_0_bone_marrow_63,0.7004244128330397,0.5941468688394698,0.8642035866901088,0.7465349616858237
spapros_0_bone_marrow_64,0.7024094161032098,0.5922865471696307,0.8674506884551025,0.6991896826794892
spapros_0_bone_marrow_65,0.6803574331853689,0.5825961656766323,0.8372824590082071,0.6124300859139351
spapros_0_bone_marrow_66,0.696837887437669,0.5832608511471659,0.8548495446294826,0.7327505063935886
spapros_0_bone_marrow_67,0.7066478681039015,0.6301227625825339,0.850695632447307,0.7052593516915251
spapros_0_bone_marrow_68,0.7125914670282223,0.62681524927715,0.8677950344142036,0.6985100997113076
spapros_0_bone_marrow_69,0.6942481662529447,0.5845996665178478,0.8637546404632912,0.7490389143381586
spapros_0_bone_marrow_70,0.7133034087416633,0.5871596553679358,0.859949210701663,0.7434117482244399
spapros_0_bone_marrow_71,0.6954026617271453,0.5729550929606628,0.8568591697246679,0.758655835454737
spapros_0_bone_marrow_72,0.716987135470084,0.6323347593946307,0.8589080877185327,0.6866022789794816
spapros_0_bone_marrow_73,0.6989671324543985,0.5728758962241282,0.8619575394551083,0.7134301257234006
spapros_0_bone_marrow_74,0.6737637884581495,0.5714546811147748,0.8635878927179103,0.7311608042966946
spapros_0_bone_marrow_75,0.7007867400082216,0.5921846984389544,0.8514024152555943,0.7002906385733998
spapros_0_bone_marrow_76,0.6833152697202026,0.5720028937626646,0.8402069929688161,0.6855660342225366
spapros_0_bone_marrow_77,0.6763732840066226,0.5665350256009696,0.8586325668424442,0.7174644593345931
spapros_0_bone_marrow_78,0.6980848021843917,0.575695780423516,0.874751017402754,0.765157829479872
spapros_0_bone_marrow_79,0.7070636851244155,0.5739194484112069,0.8639245547306114,0.7373946482162086
spapros_0_bone_marrow_80,0.7078878759337243,0.5984542046595562,0.8590350681101999,0.7072861203072373
spapros_0_bone_marrow_81,0.6829905454285898,0.569552510061283,0.8547302682814598,0.7068530989467747
spapros_0_bone_marrow_82,0.6838695983338652,0.5689491273758962,0.8727415598689847,0.7781326639282742
spapros_0_bone_marrow_83,0.674777155666922,0.5809384521096554,0.8637355366766588,0.7365635365522196
