,forest_clfs accuracy,forest_clfs perct acc > 0.8,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,knn_overlap_X_donor_id mean_overlap_AUC batch_mean,knn_overlap_X_donor_id mean_overlap_AUC full
spapros_0_eye_0,0.9142317462997683,0.9391645902547064,0.6257288651795442,0.4626943885958436,0.09991789308572638,0.09991789308572638
spapros_0_eye_1,0.9218561597217165,0.9516265227021038,0.629916100298539,0.46316447810332184,0.1049438436765079,0.1049438436765079
spapros_0_eye_2,0.9150967437640353,0.9609461517165003,0.6344880892465022,0.4555843794868798,0.09703168470045266,0.09703168470045266
spapros_0_eye_3,0.918791614839248,0.9280834717607973,0.608468570762527,0.4421785699651963,0.08820222989826057,0.08820222989826057
spapros_0_eye_4,0.9165837733640206,0.9374134828349943,0.6394221593119503,0.4627938005199802,0.09756924607207064,0.09756924607207064
spapros_0_eye_5,0.8672713361287899,0.8143796992481201,0.2762288540668358,0.355256925863968,0.05229918158348432,0.05229918158348432
spapros_0_eye_6,0.9012760713489107,0.820848006644518,0.5254459744382328,0.4106894761310393,0.08398544768586858,0.08398544768586858
spapros_0_eye_7,0.9214774545916355,0.9156492248062013,0.6267153258838901,0.4732453609438256,0.1024499078930917,0.1024499078930917
spapros_0_eye_8,0.9266306012059068,0.9395971760797343,0.614249327966822,0.4736688263705144,0.10291768205664041,0.10291768205664041
spapros_0_eye_9,0.919768675699131,0.8982177464008857,0.6241990198764673,0.46860363664892307,0.1020154662269859,0.1020154662269859
spapros_0_eye_10,0.9160072639195438,0.89328280730897,0.6080869312395258,0.4604089199231387,0.09514226914085315,0.09514226914085315
spapros_0_eye_11,0.9225381830958552,0.9316514396456258,0.6184402448641642,0.46686301898293553,0.09952124098830264,0.09952124098830264
spapros_0_eye_12,0.9020083648049704,0.8995085825027687,0.46785089151915193,0.4231630899685458,0.08428988249139456,0.08428988249139456
spapros_0_eye_13,0.9185939950483262,0.9373650332225912,0.5815829779447641,0.43004487921007406,0.07669683748201915,0.07669683748201915
spapros_0_eye_14,0.9171895401986241,0.896013289036545,0.6129696913451381,0.4302103952947638,0.08469470690354383,0.08469470690354383
spapros_0_eye_15,0.9215879347164788,0.9262873754152823,0.6181601872477134,0.46368527093149936,0.0994537866152651,0.0994537866152651
spapros_0_eye_16,0.9256636585025774,0.9267095791805096,0.5959386020367381,0.4550962603655064,0.09621709121606424,0.09621709121606424
spapros_0_eye_17,0.9185960713854018,0.9374031007751935,0.6309093124612469,0.4632434067982934,0.09246729412129945,0.09246729412129945
spapros_0_eye_18,0.9176937326844589,0.9174003322259134,0.632195262855753,0.46298328202439765,0.09639576028283922,0.09639576028283922
spapros_0_eye_19,0.9214073541630166,0.9142857142857144,0.6215156038200881,0.47461806098044823,0.09735476437040609,0.09735476437040609
spapros_0_eye_20,0.9218913672299219,0.9280073366555924,0.5863885698173046,0.449295554175395,0.09070774828881606,0.09070774828881606
spapros_0_eye_21,0.9281471884282937,0.9570044296788479,0.627101103931857,0.46289788233807033,0.09906968520685726,0.09906968520685726
spapros_0_eye_22,0.9174078100291566,0.9178156146179405,0.6124716828322964,0.4688984288782233,0.10624100552018863,0.10624100552018863
spapros_0_eye_23,0.9283021735211269,0.9401024363233665,0.6188424390894397,0.4731239659530225,0.10528669683725801,0.10528669683725801
spapros_0_eye_24,0.9225620094683967,0.8960375138427462,0.6071889397270506,0.46516348506181115,0.09395042495239238,0.09395042495239238
spapros_0_eye_25,0.9250860682061396,0.9076100498338869,0.616601585376102,0.4711726065476286,0.1014571571005017,0.1014571571005017
spapros_0_eye_26,0.9226911556831036,0.9245016611295677,0.6317982917395575,0.4582007345862106,0.1003264985228748,0.1003264985228748
spapros_0_eye_27,0.9331848368897895,0.9484946013289036,0.6262380358295082,0.4580422263666085,0.09422735017020474,0.09422735017020474
spapros_0_eye_28,0.9276502316733873,0.940503875968992,0.6073800682771371,0.4593959942490741,0.1001047563528689,0.1001047563528689
spapros_0_eye_29,0.9269181226836247,0.9066652823920265,0.6131834257201065,0.46421077597937044,0.10202125416952226,0.10202125416952226
spapros_0_eye_30,0.9245122462744311,0.9156284606866,0.5978830172951609,0.47078038272613953,0.1020914765156529,0.1020914765156529
spapros_0_eye_31,0.9201178289380894,0.901809939091916,0.6056894120405429,0.48074048841446126,0.10384869872689505,0.10384869872689505
spapros_0_eye_32,0.9245186835663194,0.9284918327796232,0.6118277542687367,0.4597431301845269,0.10038013670182412,0.10038013670182412
spapros_0_eye_33,0.9275510586692814,0.9476017441860465,0.6256104333416113,0.45824067337324426,0.09987978432720455,0.09987978432720455
spapros_0_eye_34,0.9226769325252,0.9293570044296787,0.5989070083359915,0.4566411709969344,0.10010720820924865,0.10010720820924865
spapros_0_eye_35,0.9266394496494571,0.9534468438538207,0.6223894226298299,0.4755422420834008,0.10139954092577391,0.10139954092577391
spapros_0_eye_36,0.9243268587735624,0.9231589147286821,0.6167602723963335,0.46308021327268734,0.10299087441314897,0.10299087441314897
spapros_0_eye_37,0.9173751652397028,0.9156284606866,0.6077483476539898,0.4697343562760917,0.10646727133199205,0.10646727133199205
spapros_0_eye_38,0.9243229428230748,0.9423172757475081,0.602828340865096,0.4669311118323779,0.10021950360519753,0.10021950360519753
spapros_0_eye_39,0.9256983460055201,0.9329318936877075,0.6138349574481272,0.4686973414611537,0.1052504412153763,0.1052504412153763
spapros_0_eye_40,0.9269163501174058,0.9329145902547066,0.61390629581334,0.4742919522068876,0.10569412256769592,0.10569412256769592
spapros_0_eye_41,0.9292866715150605,0.9405004152823919,0.610427923728259,0.47141846401906207,0.10426716877462726,0.10426716877462726
spapros_0_eye_42,0.9260691619551542,0.9129429678848283,0.5928697864951475,0.4611241220742581,0.09864496159643753,0.09864496159643753
spapros_0_eye_43,0.9291088065220098,0.9302602436323365,0.6090647615815589,0.4622790808177163,0.09863707113722112,0.09863707113722112
spapros_0_eye_44,0.9142289537680572,0.9025955149501664,0.6180840977014239,0.46439876151467485,0.09395056938932476,0.09395056938932476
spapros_0_eye_45,0.9284527813780183,0.9409295404208198,0.6083583472614574,0.46458616794677476,0.09916483741735384,0.09916483741735384
spapros_0_eye_46,0.9237269604221978,0.9004568106312291,0.5949027402341418,0.4700517675530218,0.09668393418083933,0.09668393418083933
spapros_0_eye_47,0.9234905911627218,0.9115863787375414,0.566243604165992,0.46649702172812413,0.09502479112517578,0.09502479112517578
spapros_0_eye_48,0.9198330430279268,0.9098179678848284,0.6065979644092951,0.45856702806483574,0.09241270098914134,0.09241270098914134
spapros_0_eye_49,0.9265630471795652,0.9285229789590256,0.602927741834197,0.4729609183191906,0.09991563442101126,0.09991563442101126
spapros_0_eye_50,0.9252757157754896,0.9191410575858248,0.6011461196916854,0.46244309743507045,0.09536334602056079,0.09536334602056079
spapros_0_eye_51,0.9188083066513845,0.8946670819490585,0.6036362632127754,0.4675434593455693,0.09742718321273894,0.09742718321273894
spapros_0_eye_52,0.9263776542001472,0.9249238648947948,0.6138927351785228,0.46640650105228676,0.1007994433874054,0.1007994433874054
spapros_0_eye_53,0.927892201854795,0.9316029900332226,0.6166335193083887,0.47068902473966145,0.09722430173198451,0.09722430173198451
spapros_0_eye_54,0.9278353070185252,0.9324266334440752,0.6185530193639401,0.4661027365374058,0.09622648094558942,0.09622648094558942
spapros_0_eye_55,0.9243631403451855,0.9338005260243633,0.6099867977410687,0.4566562974989111,0.0984002309057343,0.0984002309057343
