,forest_clfs accuracy,forest_clfs perct acc > 0.8,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,knn_overlap_X_donor_id mean_overlap_AUC batch_mean,knn_overlap_X_donor_id mean_overlap_AUC full
spapros_0_eye_26,0.9013955276753216,0.8964849964849964,0.48424316845428017,0.43349722676868196,0.06251181405716948,0.06251181405716948
spapros_0_eye_27,0.8965874099795728,0.8890479890479887,0.4745631593359205,0.43217933688355836,0.059806871293593265,0.059806871293593265
spapros_0_eye_28,0.9036638638901715,0.8935064935064931,0.4642926418475605,0.4277489085948966,0.061853264680068784,0.061853264680068784
spapros_0_eye_29,0.9021461548316648,0.8936063936063934,0.485056134701391,0.44551977831979583,0.06593170367778399,0.06593170367778399
spapros_0_eye_30,0.9042560231631644,0.9056166056166054,0.4682120673528214,0.43929848989157366,0.062182687811098515,0.062182687811098515
spapros_0_eye_31,0.9084325522731063,0.9010212010212008,0.490008380419761,0.44070459000041884,0.06553733134080855,0.06553733134080855
spapros_0_eye_32,0.9080952739068106,0.9204240204240204,0.4829386557022276,0.441050385098399,0.06017219155308346,0.06017219155308346
spapros_0_eye_33,0.8981519052415075,0.8888888888888888,0.47719473067535034,0.4355145900411765,0.05968271687641275,0.05968271687641275
spapros_0_eye_34,0.9071627640659435,0.9055870055870052,0.47249002479756474,0.4255879238665384,0.06103213850594918,0.06103213850594918
spapros_0_eye_35,0.9125669875756848,0.8913493913493912,0.5132293231157056,0.4441881295359501,0.0643520901699348,0.0643520901699348
spapros_0_eye_36,0.9146920004976428,0.9130906130906128,0.44427196196185514,0.42310219901147245,0.06119117647773441,0.06119117647773441
spapros_0_eye_37,0.9084611202066399,0.9107448107448105,0.4849694503452948,0.4385510735345751,0.06364794527789866,0.06364794527789866
spapros_0_eye_38,0.9147447013859333,0.9101528101528097,0.5206128744223618,0.45212098923301314,0.068906731933414,0.068906731933414
spapros_0_eye_39,0.9140309337501833,0.9045066045066044,0.4761182117667162,0.4289158996067526,0.06480181621282452,0.06480181621282452
spapros_0_eye_40,0.9185326570814473,0.8992895992895991,0.5383053305453753,0.45409847572110973,0.06939515494106165,0.06939515494106165
spapros_0_eye_41,0.910787952069017,0.9233322233322233,0.49354853433991,0.43556305830457775,0.06396398834787674,0.06396398834787674
spapros_0_eye_42,0.9119964955137669,0.9118548118548114,0.4758322435500754,0.42442378964698735,0.061045036933355515,0.061045036933355515
spapros_0_eye_43,0.9029224690373838,0.9279128279128277,0.48400880559434667,0.4106966284848356,0.06158457354446773,0.06158457354446773
spapros_0_eye_44,0.9028334141798919,0.8908424908424905,0.4761805849747592,0.44148071755689583,0.06017068412054268,0.06017068412054268
spapros_0_eye_45,0.9081414331255413,0.8888888888888888,0.49752360578144794,0.44197006291494445,0.06184840426410782,0.06184840426410782
spapros_0_eye_46,0.9057189125452211,0.8888888888888888,0.46334905749848687,0.4324482458485214,0.06162857990970431,0.06162857990970431
spapros_0_eye_47,0.9062478346833801,0.9233033633033629,0.4817860316381739,0.4413908216365595,0.061387336217458593,0.061387336217458593
spapros_0_eye_48,0.9163263113591488,0.9211270211270208,0.48610163127571954,0.4365197204086536,0.06353590808400537,0.06353590808400537
spapros_0_eye_49,0.9200199279245899,0.9147112147112142,0.4863764869053948,0.4357464893751947,0.06604966367428503,0.06604966367428503
spapros_0_eye_50,0.922600070013603,0.9215636215636214,0.4791831733958972,0.4362729381579939,0.06258049222500685,0.06258049222500685
spapros_0_eye_51,0.9036570556023467,0.8555370555370554,0.49668009027341203,0.44815234388888375,0.06217959128795299,0.06217959128795299
spapros_0_eye_52,0.9131665212115152,0.9067414067414065,0.5171206516934526,0.45296572075473074,0.06591136603287602,0.06591136603287602
spapros_0_eye_53,0.9090214170243962,0.891297591297591,0.48877690264004847,0.4476966727072707,0.06429986887100457,0.06429986887100457
spapros_0_eye_54,0.9173934234566418,0.9050098050098048,0.5329542748394853,0.4656025310911328,0.06430134451154908,0.06430134451154908
spapros_0_eye_55,0.915324598041333,0.8953009953009953,0.4858648423925284,0.42872415113879614,0.06195707951794123,0.06195707951794123
