,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,forest_clfs accuracy,forest_clfs perct acc > 0.8
spapros_0_liver_0,0.5343882614376805,0.5117240517562747,0.8562741991966683,0.734032738745461
spapros_0_liver_1,0.514709074549304,0.4848434822346853,0.7755831448331892,0.5490641711229945
spapros_0_liver_2,0.667389863503734,0.5346873290803181,0.8538248862552702,0.7578883223479668
spapros_0_liver_3,0.45846861487988116,0.36793507877433573,0.6214672906344973,0.2525674667329935
spapros_0_liver_4,0.7476756653770898,0.605820719873638,0.8820346201272549,0.8288894416117397
spapros_0_liver_5,0.669667276637974,0.5473744940754595,0.8530517131776002,0.7366557429211327
spapros_0_liver_6,0.5969216863767884,0.5428736565477937,0.8760697090777579,0.8118069891804502
spapros_0_liver_7,0.7327539421807421,0.5833874099557966,0.882412807804661,0.8186206896551724
spapros_0_liver_8,0.5240351409418698,0.49369572949994056,0.7913345909458983,0.5454545454545454
spapros_0_liver_9,0.5307616179935037,0.48881812850144024,0.7885397076214578,0.5454545454545454
spapros_0_liver_10,0.7352226852254364,0.615390738446262,0.8841397441540557,0.8434459601439176
spapros_0_liver_11,0.6164657191388258,0.48915549459489666,0.7700544236611254,0.42979259271092524
spapros_0_liver_12,0.6585927681859218,0.5547338152471001,0.8710682183744788,0.7910210172864073
spapros_0_liver_13,0.6312407625612214,0.5622753581196344,0.8709396585272541,0.7879694941801646
spapros_0_liver_14,0.6990142164845703,0.5791754413847039,0.8705482282592351,0.7853595816933708
spapros_0_liver_15,0.5978218700749636,0.5285051605088558,0.8227733358130933,0.6104483366590071
spapros_0_liver_16,0.6080591626867164,0.5192114110005072,0.8489064274908782,0.7039388001357906
spapros_0_liver_17,0.6886364626906284,0.581024829895228,0.8545921525459761,0.7131944654516473
spapros_0_liver_18,0.6083504558143054,0.5625051366229866,0.8731486394896478,0.8015374653178323
spapros_0_liver_19,0.6355607856208416,0.5551261602461514,0.8735846357360995,0.7663810209911442
spapros_0_liver_20,0.632598237593299,0.5424017105746591,0.8658217685252679,0.7257044508754498
spapros_0_liver_21,0.5856830251748661,0.5298382045777356,0.830682056957545,0.6504974020158699
spapros_0_liver_22,0.6487567675868121,0.5522397651168495,0.8656068880946791,0.7378972555443145
spapros_0_liver_23,0.6113715523519045,0.5575702868472829,0.8732461261142547,0.7639586538581775
spapros_0_liver_24,0.6376014476349867,0.5563741074654815,0.870608957580098,0.7692795668445463
spapros_0_liver_25,0.6547380593368417,0.5674568080746065,0.8580828406061254,0.6974416998767208
spapros_0_liver_26,0.6525308659562596,0.552619863891939,0.8651529566021644,0.7990523566720559
spapros_0_liver_27,0.6305349296681537,0.5382285167031644,0.8646308541642945,0.7441637433976694
spapros_0_liver_28,0.608363778388142,0.5511957874794093,0.8413901154065005,0.6780507780507782
spapros_0_liver_29,0.6524434940451037,0.5540494907807689,0.8645298190394753,0.7201751425724254
spapros_0_liver_30,0.6875715694224066,0.5546234927335331,0.8737190482748435,0.7999701529660491
spapros_0_liver_31,0.6512958275616973,0.5493435558722485,0.8705898247783715,0.771938738888123
spapros_0_liver_32,0.6486912317334483,0.5665932999782302,0.8612386246099255,0.771067431067431
spapros_0_liver_33,0.6606933281588757,0.5613136018342221,0.872345985319784,0.738858911658572
