,forest_clfs accuracy,forest_clfs perct acc > 0.8,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60
spapros_0_bone_marrow_41,0.8211169152081271,0.6326997122430558,0.6627841564091912,0.6917612070481709
spapros_0_bone_marrow_42,0.8043089439954154,0.600335458661209,0.6503384593825623,0.6449590520225635
spapros_0_bone_marrow_43,0.8085348719684197,0.6272042451480246,0.6722216215470236,0.6822854269789834
spapros_0_bone_marrow_44,0.7824803831565987,0.4721273030632836,0.6441677527794307,0.594231484510882
spapros_0_bone_marrow_45,0.7033848783732148,0.43489844683393053,0.6411427209345145,0.5460488942673021
spapros_0_bone_marrow_46,0.7412195979278583,0.48452529457739835,0.6673466398205323,0.6168917176593791
spapros_0_bone_marrow_47,0.7362621735156926,0.4444444444444444,0.652732194641142,0.5902472402841961
spapros_0_bone_marrow_48,0.7908575281165895,0.5189557087691578,0.6686605062615503,0.6279770115870349
spapros_0_bone_marrow_49,0.8092863409608504,0.6100938949050526,0.6452902448850288,0.6235406946980977
spapros_0_bone_marrow_50,0.7354916335901827,0.4444444444444444,0.6414256166887191,0.5652067577253452
spapros_0_bone_marrow_51,0.7894779488692054,0.5414104601341226,0.6493436000174031,0.599191516592877
spapros_0_bone_marrow_52,0.8058494088994244,0.5558364552028349,0.6637316721788675,0.6336563552929781
spapros_0_bone_marrow_53,0.8006726361078016,0.6096428256095509,0.6386025778606312,0.6258316235149035
spapros_0_bone_marrow_54,0.8171932137305056,0.6132709517668319,0.6460398008920059,0.6383089180366784
spapros_0_bone_marrow_55,0.8110802475277593,0.6005694449745748,0.6511447506065838,0.6229512750795237
spapros_0_bone_marrow_56,0.7935706227411629,0.5758232606474762,0.647896266405965,0.6291716850666809
spapros_0_bone_marrow_57,0.8029715512733979,0.5693281960487473,0.6395884062918724,0.6084846900550221
spapros_0_bone_marrow_58,0.8031561790969732,0.5425644746621033,0.6514302021414807,0.624910910390842
spapros_0_bone_marrow_59,0.8066220783194966,0.59117492441534,0.6374438831379747,0.6292376350826953
spapros_0_bone_marrow_60,0.8085671140688659,0.6134811818188068,0.669421051162638,0.66878309439416
spapros_0_bone_marrow_61,0.7850123861838494,0.5507938655654184,0.6593486488749429,0.6426867484986557
spapros_0_bone_marrow_62,0.8002639548389926,0.6233135085214992,0.6433197824331934,0.6225554001947252
spapros_0_bone_marrow_63,0.8006836939146366,0.5792435522528161,0.6533902886705776,0.6291286927781787
spapros_0_bone_marrow_64,0.8139215222077811,0.5955480942611131,0.6468996834306209,0.6377164023411074
spapros_0_bone_marrow_65,0.7973211865981474,0.5640865078420442,0.6475385534900016,0.6258377018678439
spapros_0_bone_marrow_66,0.8106338934703087,0.5796626497854511,0.6345832799932323,0.6016182022621062
spapros_0_bone_marrow_67,0.8064213807926088,0.5617480277922473,0.6660672705125686,0.6681706866401254
spapros_0_bone_marrow_68,0.7940377863167469,0.5565564818286158,0.6268625589472536,0.6572124809847075
spapros_0_bone_marrow_69,0.7932250954738571,0.5145102302101512,0.6493281400018551,0.6235231300262253
spapros_0_bone_marrow_70,0.7854135742165105,0.5261145182109077,0.6584000443461897,0.6209834586983616
spapros_0_bone_marrow_71,0.7979979287905149,0.5916391485264473,0.6461667217926673,0.6266017075756742
spapros_0_bone_marrow_72,0.8018915585745096,0.5496413850838704,0.6771561735681711,0.667699278550538
spapros_0_bone_marrow_73,0.7998498568011287,0.533809847567722,0.6564009348588971,0.6138268272915226
spapros_0_bone_marrow_74,0.8077785989375527,0.5938317437030181,0.6466996972765241,0.6380623087691252
spapros_0_bone_marrow_75,0.7984989834239551,0.5664113511980372,0.6560629031455497,0.6255219122766331
spapros_0_bone_marrow_76,0.7829512064634707,0.6021622211039462,0.6492734237555979,0.6310531962244456
spapros_0_bone_marrow_77,0.7909471278268196,0.5494406096134223,0.6520036338336026,0.6081608677139887
spapros_0_bone_marrow_78,0.7905002461678738,0.5586208594812364,0.6402770945107686,0.5993342257413072
spapros_0_bone_marrow_79,0.7990258268389584,0.5981995255734552,0.6567494949039776,0.6215009435415358
spapros_0_bone_marrow_80,0.7868449456279877,0.5468119973748059,0.6647734932695097,0.6323685682721275
spapros_0_bone_marrow_81,0.8020567639590139,0.5751521747192732,0.6474385918635126,0.6102824833922744
spapros_0_bone_marrow_82,0.7947619709212509,0.5410552802357622,0.6574753536665316,0.6062290455426262
spapros_0_bone_marrow_83,0.797919107025849,0.5781429509138855,0.6323048643447495,0.6081886324878238
