,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,forest_clfs accuracy,forest_clfs perct acc > 0.8,n,eval_dataset,selection_data_id,data_id,dataset,processing,ct_key,n_cts,cells_per_ct_seed,cells_per_ct,bootstrap_seed,permutation,permutation_file,permutation_name,n_datasets,n_permutations,permutations,n_cells
26,0.5180705866680545,0.6341228160698998,0.7057273721971881,0.2821240800521373,50,bone_marrow_84,67,67,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_26,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_26,4,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1', 'aad23e04-0dfd-4826-b150-4362f3936849')",75721
27,0.556209989826953,0.655542040037689,0.7186413267592369,0.2656681178474671,50,bone_marrow_84,68,68,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_27,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_27,4,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1')",48266
28,0.5459833197181081,0.6352778244873999,0.7477570815381721,0.3836154016726714,50,bone_marrow_84,69,69,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_28,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_28,5,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1', 'aad23e04-0dfd-4826-b150-4362f3936849')",56841
29,0.5602988814533155,0.6418292601140856,0.7354825221978644,0.3408026574759812,50,bone_marrow_84,70,70,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_29,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_29,5,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29', 'aad23e04-0dfd-4826-b150-4362f3936849')",30177
30,0.5435305593342745,0.6163009627497624,0.7127339513324651,0.2703768350594792,50,bone_marrow_84,71,71,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_30,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_30,5,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29')",48987
31,0.5201851090517464,0.6142415846053927,0.7078774794885401,0.2938143654340943,50,bone_marrow_84,72,72,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_31,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_31,5,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1', 'aad23e04-0dfd-4826-b150-4362f3936849')",79435
32,0.5476603565552738,0.6207563043504828,0.7157489842034405,0.2797330214906224,50,bone_marrow_84,73,73,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_32,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_32,5,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1')",76179
33,0.5372208605695168,0.6162943283733784,0.7240086644096243,0.3107821731427255,50,bone_marrow_84,74,74,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_33,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_33,5,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1', 'aad23e04-0dfd-4826-b150-4362f3936849')",78907
34,0.5511592435694654,0.6160763363671572,0.7169578996814873,0.2875875395383175,50,bone_marrow_84,75,75,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_34,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_34,5,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1')",51452
35,0.5131190330043125,0.5867576266338859,0.6846345241596046,0.2191570136586339,50,bone_marrow_84,76,76,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_35,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_35,6,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1')",79365
36,0.5387320190282432,0.5907924971191667,0.7268054748727476,0.3123484339681016,50,bone_marrow_84,77,77,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_36,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_36,6,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29', 'aad23e04-0dfd-4826-b150-4362f3936849')",58090
37,0.537213990980471,0.6312909537196267,0.7395011663344174,0.3445794320621747,50,bone_marrow_84,78,78,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_37,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_37,6,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", 'cff18cfc-a679-45f1-b686-510c7c620308', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1', 'aad23e04-0dfd-4826-b150-4362f3936849')",80141
38,0.5542530995365922,0.6260382270143261,0.7197936582754607,0.3181345275913809,50,bone_marrow_84,79,79,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_38,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_38,6,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1', 'aad23e04-0dfd-4826-b150-4362f3936849')",82621
39,0.5594610147392838,0.6500765693405584,0.7250180526376137,0.3105621071165843,50,bone_marrow_84,80,80,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_39,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_39,6,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1', 'aad23e04-0dfd-4826-b150-4362f3936849')",60555
40,0.5412391638339396,0.6296327404881193,0.7388886234438383,0.3619406495266252,50,bone_marrow_84,81,81,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_40,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_40,6,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1', 'aad23e04-0dfd-4826-b150-4362f3936849')",85282
41,0.5526725905569626,0.6171553154516218,0.7344117002985018,0.3418912173716135,50,bone_marrow_84,82,82,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_41,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_41,6,7,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1', 'aad23e04-0dfd-4826-b150-4362f3936849')",84754
42,0.5635897119062901,0.6437108372002412,0.7448632869271129,0.3715395847178736,50,bone_marrow_84,83,83,bone_marrow,lognorm,cell_type,,0,,,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_42,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv,permutation_42,7,1,"(""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v1"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 5' v2"", ""ea349887-1948-4e42-aa14-9d4311cb73ae_10x 3' v3"", 'cff18cfc-a679-45f1-b686-510c7c620308', '998d8dbd-2f42-4611-9973-2da95db46c29', 'fe737bb8-d231-463c-8c3c-1a6256abf5f1', 'aad23e04-0dfd-4826-b150-4362f3936849')",88468
