,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,forest_clfs accuracy,forest_clfs perct acc > 0.8,knn_overlap_X_id mean_overlap_AUC batch_mean,knn_overlap_X_id mean_overlap_AUC full,knn_overlap mean_overlap_AUC
spapros_1_HLCA_132,0.1291310527189565,0.5349585408543819,0.8121779454659442,0.6145549433209428,0.0168357192991277,0.0168357192991277,0.0168357192991277
spapros_0_HLCA_132,0.8287467150850865,0.6675396655809114,0.8880926907833363,0.7849112567816875,0.023828147524219,0.023828147524219,0.023828147524219
spapros_2_HLCA_132,0.855155647706973,0.730338339443429,0.9142768378038304,0.9234434847713732,0.039137743260942,0.039137743260942,0.039137743260942
spapros_3_HLCA_132,0.8898947159489055,0.7815712533924085,0.9241994189932324,0.9378221095522972,0.0674404931936264,0.0674404931936264,0.0674404931936264
spapros_4_HLCA_132,0.9293915812727116,0.8286545771268109,0.9368734618973826,0.9717340489270316,0.1562485663298735,0.1562485663298735,0.1562485663298735
spapros_5_HLCA_132,0.936935570489266,0.872694991114292,0.9438043811406392,0.9761277016993892,0.3415578008667416,0.3415578008667416,0.3415578008667416
spapros_6_HLCA_132,0.9655093065184914,0.8908430161466981,0.9484506851630128,0.9799828041600576,0.5768332893799886,0.5768332893799886,0.5768332893799886
spapros_10_HLCA_132,0.9636218745418752,0.8929804217899233,0.9492753814730952,0.9788007811238302,0.721998113500589,0.721998113500589,0.721998113500589
spapros_11_HLCA_132,0.967867344048871,0.8979495682100012,0.9511576585433767,0.9798366300634904,0.8261885677366302,0.8261885677366302,0.8261885677366302
spapros_7_HLCA_132,0.9687623604819248,0.8984930440379871,0.952063159093726,0.9815819721718088,0.8859909798814282,0.8859909798814282,0.8859909798814282
spapros_1_HLCA_133,0.3367472622564208,0.4954604308841778,0.8306146566972249,0.6734397720641534,0.0161099756948761,0.0161099756948761,0.0161099756948761
spapros_0_HLCA_133,0.8749774603782026,0.7334053644479779,0.9127093003572304,0.9129625595415074,0.0313212873484895,0.0313212873484895,0.0313212873484895
spapros_2_HLCA_133,0.890206780412393,0.7817773624266449,0.9322616664659472,0.9599868983383804,0.0533158713270435,0.0533158713270435,0.0533158713270435
spapros_3_HLCA_133,0.9214548341018268,0.820845672728983,0.9391715522359058,0.9628586778102808,0.0930441880046396,0.0930441880046396,0.0930441880046396
spapros_4_HLCA_133,0.9392228643813068,0.8531447516948305,0.947401740762907,0.9871561348512344,0.2000918689868672,0.2000918689868672,0.2000918689868672
spapros_5_HLCA_133,0.9482598594198433,0.8735743705719721,0.9503220774291612,0.9854714255742688,0.3836177196761986,0.3836177196761986,0.3836177196761986
spapros_6_HLCA_133,0.9599178590982972,0.8889576547725071,0.951132462811901,0.9831660656343052,0.6440213980780849,0.6440213980780849,0.6440213980780849
spapros_10_HLCA_133,0.9684843382183572,0.8960040726088835,0.9516969392384764,0.9817128476596112,0.779674701111992,0.779674701111992,0.779674701111992
spapros_11_HLCA_133,0.965392204098118,0.8951058297254256,0.9522058644686058,0.977086295210917,0.8593123393408443,0.8593123393408443,0.8593123393408443
spapros_7_HLCA_133,0.9699833960955392,0.8954514433981899,0.9524954092450956,0.9785678421643332,0.917045161580258,0.917045161580258,0.917045161580258
spapros_1_HLCA_134,0.1803123728194612,0.3070834038928599,0.6250099546572531,0.2636211263430464,0.0158951196979259,0.0158951196979259,0.0158951196979259
spapros_0_HLCA_134,0.2809001353520451,0.5431913117073406,0.7738275129232777,0.5009860274101584,0.0196632124355137,0.0196632124355137,0.0196632124355137
spapros_2_HLCA_134,0.7768833653007862,0.6224164047428535,0.8321839224169466,0.6670798692215408,0.0230461799973376,0.0230461799973376,0.0230461799973376
spapros_3_HLCA_134,0.8414773132998943,0.7284497523152998,0.8789123671417284,0.7881131846394367,0.0396769105048569,0.0396769105048569,0.0396769105048569
spapros_4_HLCA_134,0.912923413599189,0.8187118610728508,0.9098393299625286,0.8562424207291841,0.0853202293799473,0.0853202293799473,0.0853202293799473
spapros_5_HLCA_134,0.9378728858727142,0.8619652563097597,0.9277136981317684,0.906560493303385,0.1865239589857743,0.1865239589857743,0.1865239589857743
spapros_6_HLCA_134,0.9567630519752996,0.8940251210799536,0.9350167727129994,0.9404324540597984,0.3886466799760698,0.3886466799760698,0.3886466799760698
spapros_10_HLCA_134,0.9616074533321411,0.8965487310344699,0.9358088240728016,0.9366604523616016,0.5190738517430625,0.5190738517430625,0.5190738517430625
spapros_11_HLCA_134,0.9608929860862908,0.8977195068934567,0.9363283843134674,0.9320135494896534,0.5996076607355204,0.5996076607355204,0.5996076607355204
spapros_7_HLCA_134,0.9659674555477276,0.9049842541325198,0.9435756625075488,0.96383382553679,0.6831265892042924,0.6831265892042924,0.6831265892042924
spapros_1_HLCA_135,0.2504336371244589,0.4793006796851375,0.8067408183301944,0.5953563956301754,0.0167383873188976,0.0167383873188976,0.0167383873188976
spapros_0_HLCA_135,0.8322853408119344,0.6727584007327553,0.9096627555599416,0.9078177051824964,0.0221548995028886,0.0221548995028886,0.0221548995028886
spapros_2_HLCA_135,0.8576284168252711,0.7233014404564,0.9293719372970264,0.9370365263559456,0.0414096118519501,0.0414096118519501,0.0414096118519501
spapros_3_HLCA_135,0.8859137875844074,0.7953639547541875,0.940081066042029,0.9705911795627462,0.0754894537511499,0.0754894537511499,0.0754894537511499
spapros_4_HLCA_135,0.9275065685625856,0.8472971034128541,0.9481369576823292,0.981729559007236,0.177776055525685,0.177776055525685,0.177776055525685
spapros_5_HLCA_135,0.9514881241870814,0.8768007361259376,0.9504979031042992,0.9856336766681596,0.330065192377143,0.330065192377143,0.330065192377143
spapros_6_HLCA_135,0.9626668697074908,0.8873673766226485,0.9510361104924172,0.9772503067723878,0.5907573945787943,0.5907573945787943,0.5907573945787943
spapros_10_HLCA_135,0.9611094364654122,0.8915823585182026,0.9508813822994672,0.9756541461048418,0.7275608460671189,0.7275608460671189,0.7275608460671189
spapros_11_HLCA_135,0.9661737761262412,0.8927857767644951,0.9523592639529108,0.9818150304357202,0.8351900430569756,0.8351900430569756,0.8351900430569756
spapros_7_HLCA_135,0.9728985330669911,0.8982914406483001,0.9525557584726284,0.9800614563227996,0.9063216629639526,0.9063216629639526,0.9063216629639526
spapros_1_HLCA_136,0.314860699360425,0.5096612434425759,0.7995654492235574,0.591884782809026,0.0156047422249744,0.0156047422249744,0.0156047422249744
spapros_0_HLCA_136,0.8170759579043572,0.6424701407616483,0.8823571126080112,0.8059484087844113,0.0239215101283939,0.0239215101283939,0.0239215101283939
spapros_2_HLCA_136,0.8740337881979703,0.7303979539769111,0.9125134935402696,0.8789884833411751,0.0411058714457619,0.0411058714457619,0.0411058714457619
spapros_3_HLCA_136,0.8901840297378953,0.7710468927325547,0.9289840993307537,0.941652495630112,0.0659728404450568,0.0659728404450568,0.0659728404450568
spapros_4_HLCA_136,0.923102960291212,0.8296032825410127,0.9410315205988372,0.9569921291094916,0.1465896659782089,0.1465896659782089,0.1465896659782089
spapros_5_HLCA_136,0.9444540361630012,0.8700105750278139,0.9437070269874964,0.957842219620804,0.2957381369211664,0.2957381369211664,0.2957381369211664
spapros_6_HLCA_136,0.9660913723395842,0.8927010556675781,0.9480085294870156,0.9801154066520066,0.5332530996384237,0.5332530996384237,0.5332530996384237
spapros_10_HLCA_136,0.9577442055232672,0.8966060283636494,0.9481010964900184,0.9742225469630188,0.6546516238414729,0.6546516238414729,0.6546516238414729
spapros_11_HLCA_136,0.965704876407832,0.9028406146646996,0.9500506141029036,0.9725398309427348,0.7479899909687979,0.7479899909687979,0.7479899909687979
spapros_7_HLCA_136,0.973112443253528,0.9039151442009644,0.9518158564720168,0.97856816370428,0.8058487759788603,0.8058487759788603,0.8058487759788603
spapros_1_HLCA_137,0.1992482988563303,0.3990176274621914,0.7843112065596775,0.5259245779299215,0.0159992328576882,0.0159992328576882,0.0159992328576882
spapros_0_HLCA_137,0.8071884816745967,0.6587361650540338,0.8909670841264636,0.876413153338688,0.0221492015223628,0.0221492015223628,0.0221492015223628
spapros_2_HLCA_137,0.8588413792316064,0.7272119776554122,0.9131380696930522,0.9072475717914312,0.0400390235174245,0.0400390235174245,0.0400390235174245
spapros_3_HLCA_137,0.8951345287088167,0.7904090097551231,0.9333201758325296,0.9640724751039332,0.0754014217391027,0.0754014217391027,0.0754014217391027
spapros_4_HLCA_137,0.9371951721931628,0.8514499723867679,0.9412506155124674,0.9756334453339895,0.1755654023033564,0.1755654023033564,0.1755654023033564
spapros_5_HLCA_137,0.94514804697504,0.8777469575260805,0.946903311877298,0.9805672619374978,0.3324912788980617,0.3324912788980617,0.3324912788980617
spapros_6_HLCA_137,0.9631111416350596,0.8912919258559027,0.947293603746742,0.9752258519862876,0.5585308635668658,0.5585308635668658,0.5585308635668658
spapros_10_HLCA_137,0.9595582144766944,0.893605993040212,0.9493522392497046,0.9772554237678254,0.7032302841505469,0.7032302841505469,0.7032302841505469
spapros_11_HLCA_137,0.9678026821262224,0.8956405110780287,0.9504042696682105,0.976652331222809,0.7971173930540565,0.7971173930540565,0.7971173930540565
spapros_7_HLCA_137,0.9672801256774772,0.8996017670962976,0.9515617108765472,0.9784472108519296,0.8695486624324484,0.8695486624324484,0.8695486624324484
spapros_1_HLCA_138,0.1539374811548809,0.3875808620634799,0.8093537247595187,0.6285278891478847,0.0169508637576367,0.0169508637576367,0.0169508637576367
spapros_0_HLCA_138,0.8187641400238502,0.6404750185073909,0.8811502555249223,0.8113877539733347,0.0191476228841049,0.0191476228841049,0.0191476228841049
spapros_2_HLCA_138,0.8539223214417152,0.7074699336581916,0.9062505323393636,0.8812630234590305,0.0290406515389941,0.0290406515389941,0.0290406515389941
spapros_3_HLCA_138,0.8870211516771277,0.7585655905436585,0.9229863347921384,0.9258939974457217,0.0454189929879131,0.0454189929879131,0.0454189929879131
spapros_4_HLCA_138,0.9184874347057972,0.8290353617349939,0.9373424931472828,0.9507541130196906,0.1160915502471288,0.1160915502471288,0.1160915502471288
spapros_5_HLCA_138,0.9470487916102398,0.8732141751739764,0.9415651258465256,0.95625331033377,0.2436133558084387,0.2436133558084387,0.2436133558084387
