,knn_overlap mean_overlap_AUC,forest_clfs accuracy,forest_clfs perct acc > 0.8,knn_overlap_X_id mean_overlap_AUC batch_mean,knn_overlap_X_id mean_overlap_AUC full,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60
spapros_0_HLCA_68,,0.8341300196840985,0.6679665004877297,,,0.5430531847333058,0.4756351073082342
spapros_0_HLCA_69,,0.8539255177742742,0.6522962689832044,,,0.5828942007773216,0.4937431242887912
spapros_0_HLCA_70,,0.8621507690724718,0.6623185452887229,,,0.6093400918822138,0.5306622875415823
spapros_0_HLCA_71,,0.8378473807112312,0.6675811882850559,,,0.6022740966898066,0.5759857285683552
spapros_0_HLCA_72,,0.8354823401864447,0.6335070179806477,,,0.5360066688758184,0.47830415187287595
spapros_0_HLCA_73,,0.838063675047653,0.6809774745393211,,,0.5261515521328134,0.4651920269116001
spapros_0_HLCA_74,,0.8353824034762474,0.5983157800629159,,,0.5760754408775393,0.535845596377858
spapros_0_HLCA_75,,0.848814829065254,0.6941482581307044,,,0.6042622307296408,0.5100756514534677
spapros_0_HLCA_76,,0.8454422621320804,0.656480513217194,,,0.5678303811584875,0.48767076727249614
spapros_0_HLCA_77,,0.8418159386931474,0.6543222516326794,,,0.5249151078438112,0.4594167192985498
spapros_0_HLCA_78,,0.8267490347092428,0.6270830487971952,,,0.6078857240311291,0.5295086779443603
spapros_0_HLCA_79,,0.8434793770488322,0.6945962085875048,,,0.5801951964436018,0.5182172731905612
spapros_0_HLCA_80,,0.8581243885114741,0.682739257330857,,,0.5464601053891353,0.5251402737049473
spapros_0_HLCA_81,,0.844367194574492,0.6835327797151486,,,0.5296685843222024,0.44625444489046123
spapros_0_HLCA_82,,0.8313542073104857,0.5999658273461576,,,0.5455480250718386,0.4644647235374114
spapros_0_HLCA_83,,0.8205041490490725,0.6331614240502946,,,0.5499509782355716,0.47813790331055356
spapros_0_HLCA_84,,0.8497241238743645,0.6301870053191775,,,0.5675190184799186,0.48765346015313826
spapros_0_HLCA_85,,0.8465930023645019,0.683079042527053,,,0.5598315111690114,0.5130104356045229
spapros_0_HLCA_86,,0.8422049547603543,0.6650236718311223,,,0.5840289670111815,0.4705821480137355
spapros_0_HLCA_87,,0.8201342529938358,0.5674550178098103,,,0.5453198908218096,0.4342685946847532
spapros_0_HLCA_88,,0.8384061682344102,0.5961009367499573,,,0.5340150780659688,0.44840621913950934
spapros_0_HLCA_89,,0.8321021381352789,0.6101329040265242,,,0.5478642672158377,0.46001446146174063
spapros_0_HLCA_90,,0.8391323801550902,0.6762083633294415,,,0.5010333902661666,0.47226224277428275
spapros_0_HLCA_91,,0.836855161753089,0.5984181882779401,,,0.5536546905472285,0.4392228437200073
spapros_0_HLCA_92,,0.8442949808144864,0.6775471436625498,,,0.5915066984153994,0.5151817490870281
spapros_0_HLCA_93,,0.8516689485057827,0.6665895778489611,,,0.5786169895506599,0.5480336004920725
spapros_0_HLCA_94,,0.8326659003975092,0.6142458969790711,,,0.5253800478650121,0.47499445204972657
spapros_0_HLCA_95,,0.8344430139234081,0.6468976093659219,,,0.5120913592306638,0.46331966648669365
spapros_0_HLCA_96,,0.8409819909930262,0.6687789131813313,,,0.5783100994610566,0.5199896699848654
spapros_0_HLCA_97,,0.846209622310762,0.7184894180130026,,,0.5747021623681907,0.5223814507497907
spapros_0_HLCA_98,,0.8417368197870712,0.6352340392749635,,,0.5492080539326127,0.4949766537368435
spapros_0_HLCA_99,,0.844126670725678,0.6424547650569632,,,0.5452098593765593,0.46533408720800223
spapros_0_HLCA_100,,0.8314121223533055,0.6563537785151063,,,0.5220080053914702,0.45312712579678854
spapros_0_HLCA_101,,0.838655002287385,0.6655099443918003,,,0.5765104352955688,0.47613076721410363
spapros_0_HLCA_102,,0.839555206365462,0.6268384451401603,,,0.6090193060003111,0.5419424717783956
spapros_0_HLCA_103,,0.8534540572573084,0.6899433033945488,,,0.5516489865753654,0.489712659955493
spapros_0_HLCA_104,,0.8512781793209412,0.680925101848957,,,0.5472018018085316,0.47615772081737723
spapros_0_HLCA_105,,0.846312715858432,0.6715921589841141,,,0.5777910263299089,0.5081875193069625
spapros_0_HLCA_106,,0.8415660612969494,0.6797370626408225,,,0.5474852183468578,0.4932123199125732
spapros_0_HLCA_107,,0.8213460003018657,0.5840039928503878,,,0.5126302767643898,0.4467276663951857
spapros_0_HLCA_108,,0.8274587028164783,0.6059389717305252,,,0.5524482741378072,0.48409690039346104
spapros_0_HLCA_109,,0.8140267269020649,0.5763815964444128,,,0.5786768607382171,0.485626732992902
spapros_0_HLCA_110,,0.8249042141045949,0.6100395692426692,,,0.5185740377442787,0.44071116307645875
spapros_0_HLCA_111,,0.8503642691099366,0.6948307301814587,,,0.5415920446613441,0.47295600452411257
spapros_0_HLCA_112,,0.851534172411092,0.6524973054863129,,,0.48308301515357904,0.4424618125157453
spapros_0_HLCA_113,,0.8423576137338914,0.6410677779568761,,,0.5895047075502164,0.5324637431774706
spapros_0_HLCA_114,,0.8426110954150327,0.6421899806512659,,,0.5194301434618196,0.4614460138845285
spapros_0_HLCA_115,,0.8345849735184865,0.6305475739670102,,,0.5795386917457154,0.5057784422459926
spapros_0_HLCA_116,,0.8288796883499001,0.629157395324633,,,0.5392829438140686,0.4497290803329646
spapros_0_HLCA_117,,0.8358734764480344,0.6282515375938059,,,0.5798537112270732,0.5024890266522973
spapros_0_HLCA_118,,0.8577603477252819,0.6784054701708447,,,0.5604363490528987,0.48671453782827345
spapros_0_HLCA_119,,0.8454096376926434,0.6586752306319239,,,0.5495307320799392,0.5068031155658993
spapros_0_HLCA_120,,0.8295224283901963,0.663603158355051,,,0.5587093831553767,0.5107703204739502
spapros_0_HLCA_121,,0.8465665266720432,0.6335871011418577,,,0.5717792243377471,0.5090249338539247
spapros_0_HLCA_122,,0.8432399770079307,0.676992189293734,,,0.5942569398657671,0.5080287961380604
spapros_0_HLCA_123,,0.8471728989404926,0.6682047460429381,,,0.5962656909176982,0.5154151281532433
spapros_0_HLCA_124,,0.8420878259239462,0.6344627297394738,,,0.5746658224432795,0.5085966883785143
spapros_0_HLCA_125,,0.8527068809033205,0.6540590528251056,,,0.5241357340760698,0.47387039830552685
spapros_0_HLCA_126,,0.8235443995634993,0.5967759519418816,,,0.5328805352986979,0.42160898584086137
spapros_0_HLCA_127,,0.8512110232420536,0.6676003200386148,,,0.588073052947957,0.5147181803630958
spapros_0_HLCA_128,,0.8219264483318698,0.6133913768541783,,,0.5333397064768994,0.4372007326285619
spapros_0_HLCA_129,,0.8429289349269917,0.6234213686691448,,,0.5495083416171813,0.47159161648650283
spapros_0_HLCA_130,,0.8474074830809304,0.6728943539966028,,,0.5436901967780563,0.46996389429703483
spapros_0_HLCA_131,,0.8411037899584114,0.6263534691368168,,,0.5750437587231494,0.4860769252856955
