,forest_clfs accuracy,forest_clfs perct acc > 0.8,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,knn_overlap mean_overlap_AUC,knn_overlap_X_id mean_overlap_AUC batch_mean,knn_overlap_X_id mean_overlap_AUC full
spapros_1_HLCA_132,0.73539344761942,0.4074926351770371,0.2396279975533392,0.3994341965123537,0.025984577436694,0.025984577436694,0.025984577436694
spapros_0_HLCA_132,0.8037969535802887,0.513931558431052,0.6188082153168228,0.5445139781680756,0.0389390234831084,0.0389390234831084,0.0389390234831084
spapros_2_HLCA_132,0.8380520385981738,0.6794746181824506,0.698025405380868,0.6357397907137422,0.0654996015672428,0.0654996015672428,0.0654996015672428
spapros_3_HLCA_132,0.8536414595312506,0.7087927588131743,0.7626486037486594,0.7177385518937034,0.1200821895768267,0.1200821895768267,0.1200821895768267
spapros_4_HLCA_132,0.8714566979595452,0.7892573348883065,0.8387466386557962,0.7965812400719614,0.2817244288771817,0.2817244288771817,0.2817244288771817
spapros_5_HLCA_132,0.8780120171412902,0.8405083420529736,0.8522669986290435,0.824328382349335,0.486143689135857,0.486143689135857,0.486143689135857
spapros_6_HLCA_132,0.8888862140305468,0.8606412554207473,0.8855222570798498,0.8465595603373176,0.6927378875696188,0.6927378875696188,0.6927378875696188
spapros_10_HLCA_132,0.8950578378910535,0.8685319416526803,0.8960441962729254,0.857396497444795,0.8053806871368209,0.8053806871368209,0.8053806871368209
spapros_11_HLCA_132,0.8972046689038038,0.8700533782645706,0.8897233889912131,0.861793066283969,0.8988445355786201,0.8988445355786201,0.8988445355786201
spapros_7_HLCA_132,0.8988373106789327,0.8798763464856204,0.895188234547142,0.8645516221242182,0.9425045123785412,0.9425045123785412,0.9425045123785412
spapros_1_HLCA_133,0.6554849980230174,0.2198062721592132,0.1034611193476457,0.3530327034648415,0.0207182996375816,0.0207182996375816,0.0207182996375816
spapros_0_HLCA_133,0.7959200003416197,0.4930305326345517,0.6344823613100503,0.5727960361643658,0.0411063741158203,0.0411063741158203,0.0411063741158203
spapros_2_HLCA_133,0.8337733974102903,0.664783817491413,0.696402668294011,0.6388653861222093,0.0715400607576386,0.0715400607576386,0.0715400607576386
spapros_3_HLCA_133,0.8615595347039359,0.7820397325362952,0.773831479842582,0.7130485664627846,0.1266901946496131,0.1266901946496131,0.1266901946496131
spapros_4_HLCA_133,0.8798540738434225,0.8262493175498328,0.836612620440945,0.7792156988376998,0.2694987668434652,0.2694987668434652,0.2694987668434652
spapros_5_HLCA_133,0.8878198609986038,0.8659623733463887,0.8729795610578903,0.8180023687879932,0.4789797358344121,0.4789797358344121,0.4789797358344121
spapros_6_HLCA_133,0.8942037679433498,0.87146815248802,0.8829369693794433,0.8474503560461578,0.729360215129794,0.729360215129794,0.729360215129794
spapros_10_HLCA_133,0.8955295131746371,0.8910486980977482,0.8906652079290528,0.8545381778140151,0.8391068190024501,0.8391068190024501,0.8391068190024501
spapros_11_HLCA_133,0.9005634165495037,0.8958491398560787,0.838230179278886,0.8604274063267727,0.9085359341283016,0.9085359341283016,0.9085359341283016
spapros_7_HLCA_133,0.9017727476015696,0.9018540438782288,0.9034534126944176,0.8602759809467099,0.9415146270561472,0.9415146270561472,0.9415146270561472
spapros_1_HLCA_134,0.4971128858845713,0.125,0.1974994567270706,0.3339434737902312,0.0234573096114467,0.0234573096114467,0.0234573096114467
spapros_0_HLCA_134,0.6381099037252551,0.2170489505317052,0.3511054740102334,0.4051540808974522,0.0284809401080114,0.0284809401080114,0.0284809401080114
spapros_2_HLCA_134,0.6984537123377906,0.3270468222372583,0.5255660004475309,0.4915060324074273,0.0364140615908668,0.0364140615908668,0.0364140615908668
spapros_3_HLCA_134,0.7545018488695029,0.4456305570974068,0.6329498164134888,0.5638580478291522,0.0520918970947929,0.0520918970947929,0.0520918970947929
spapros_4_HLCA_134,0.8093497099304662,0.565963969936833,0.7678242086380791,0.6961462477913158,0.1118564924151684,0.1118564924151684,0.1118564924151684
spapros_5_HLCA_134,0.8281811232024298,0.64758841147973,0.8270823770256991,0.780001312460166,0.2256843056912756,0.2256843056912756,0.2256843056912756
spapros_6_HLCA_134,0.8430090913502393,0.6802850883608523,0.8551849449624163,0.82139474470623,0.4116122479580554,0.4116122479580554,0.4116122479580554
spapros_10_HLCA_134,0.8532386671611806,0.71122322127553,0.8669194168052294,0.8337411813055062,0.5228124905874981,0.5228124905874981,0.5228124905874981
spapros_11_HLCA_134,0.8547097620605628,0.7192379454144358,0.8704114750741669,0.8364780320974706,0.5857184605910165,0.5857184605910165,0.5857184605910165
spapros_7_HLCA_134,0.8594948821384255,0.7355974554457371,0.8934361612761398,0.8572925145370943,0.6911008342742752,0.6911008342742752,0.6911008342742752
spapros_1_HLCA_135,0.6971137722397808,0.3141890218593244,0.2528863223870873,0.4122991583719081,0.02678519154985,0.02678519154985,0.02678519154985
spapros_0_HLCA_135,0.7995961348740283,0.5790256851302528,0.6269768468418843,0.5406080201263446,0.0344381999443215,0.0344381999443215,0.0344381999443215
spapros_2_HLCA_135,0.846413511437231,0.7222989856620924,0.6973560272037833,0.6373310495330091,0.0680305409483229,0.0680305409483229,0.0680305409483229
spapros_3_HLCA_135,0.8687553695024711,0.7881671268473337,0.7825051649827233,0.7253013773255861,0.1292215519657094,0.1292215519657094,0.1292215519657094
spapros_4_HLCA_135,0.8863051871543193,0.8554036331649376,0.8356912567127077,0.7854941277810619,0.2929384203348827,0.2929384203348827,0.2929384203348827
spapros_5_HLCA_135,0.8914839316509898,0.860038972511077,0.8767327511166949,0.8190035957717836,0.4759926943410518,0.4759926943410518,0.4759926943410518
spapros_6_HLCA_135,0.8950780950010356,0.8691214958910726,0.8834548516327723,0.8521060558682814,0.7237639044836045,0.7237639044836045,0.7237639044836045
spapros_10_HLCA_135,0.8964924558128597,0.8845344236075295,0.8941358646489228,0.8610555554129237,0.8365949202025084,0.8365949202025084,0.8365949202025084
spapros_11_HLCA_135,0.8996810815391741,0.8931457377294375,0.8966014135917539,0.8615617275186892,0.8995456044528678,0.8995456044528678,0.8995456044528678
spapros_7_HLCA_135,0.9009168265449138,0.8839798539769864,0.8987301930090728,0.861278948453138,0.9318047449944592,0.9318047449944592,0.9318047449944592
spapros_1_HLCA_136,0.6273768427906175,0.167502277631446,0.1179610355787933,0.3402906069166591,0.0213519714570691,0.0213519714570691,0.0213519714570691
spapros_0_HLCA_136,0.7699918394377129,0.4432573707542155,0.56215964719162,0.491550502232789,0.0341941642486951,0.0341941642486951,0.0341941642486951
spapros_2_HLCA_136,0.8101976917323871,0.5876883420130562,0.6478365285263548,0.5944241005859964,0.0586968572435582,0.0586968572435582,0.0586968572435582
spapros_3_HLCA_136,0.8307334885817997,0.6684517111987872,0.7269883023322157,0.6766104740531401,0.1048446019047299,0.1048446019047299,0.1048446019047299
spapros_4_HLCA_136,0.8552731153135866,0.7630686979405982,0.833903882071682,0.7749405100689704,0.2483009114267935,0.2483009114267935,0.2483009114267935
spapros_5_HLCA_136,0.8681337536271357,0.8095504385633814,0.8885526001760293,0.8215011283720797,0.4355077017178888,0.4355077017178888,0.4355077017178888
spapros_6_HLCA_136,0.8764585448344443,0.8236594950162379,0.8761089897263503,0.8516786645494274,0.6554570283349681,0.6554570283349681,0.6554570283349681
spapros_10_HLCA_136,0.8773174617273108,0.8258406542101525,0.8845401046784765,0.8563459864672925,0.7480182635266869,0.7480182635266869,0.7480182635266869
spapros_11_HLCA_136,0.8824672762960484,0.8295197275687599,0.8902598382028379,0.8621529118922769,0.8224255714407549,0.8224255714407549,0.8224255714407549
spapros_7_HLCA_136,0.8894772700830158,0.8394586987062933,0.8905899205360317,0.8625117121208984,0.8755342116384798,0.8755342116384798,0.8755342116384798
spapros_1_HLCA_137,0.6488994800659444,0.1816472479613009,0.1667399571520511,0.3426758717309724,0.0260757552229261,0.0260757552229261,0.0260757552229261
spapros_0_HLCA_137,0.7739817972189819,0.4643579689746091,0.585893728626057,0.52990452263535,0.0364795618015534,0.0364795618015534,0.0364795618015534
