,forest_clfs accuracy,forest_clfs perct acc > 0.8,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,knn_overlap mean_overlap_AUC,knn_overlap_X_id mean_overlap_AUC batch_mean,knn_overlap_X_id mean_overlap_AUC full
spapros_2_HLCA_137,0.8172052203391766,0.5982348947094688,0.6697477223799226,0.6269969385565984,0.063318765734841,0.063318765734841,0.063318765734841
spapros_3_HLCA_137,0.8499605540713734,0.7228687006894133,0.7527784869724468,0.7139719118323842,0.125801820396209,0.125801820396209,0.125801820396209
spapros_4_HLCA_137,0.8710003436866108,0.8185038449140395,0.8383145506298593,0.7895197402645922,0.2860491173655615,0.2860491173655615,0.2860491173655615
spapros_5_HLCA_137,0.8765168695858692,0.8307055882460371,0.8674437690957337,0.8188245890419772,0.4768103253690933,0.4768103253690933,0.4768103253690933
spapros_6_HLCA_137,0.8810235984889362,0.8380275018366093,0.88204916697098,0.8449319759448827,0.6903363752557226,0.6903363752557226,0.6903363752557226
spapros_10_HLCA_137,0.8925594720152698,0.872801026243228,0.8702302212296849,0.8520683239169415,0.7938605582858036,0.7938605582858036,0.7938605582858036
spapros_11_HLCA_137,0.8959940425783643,0.8906836667471781,0.8355285506467225,0.855373892942632,0.8497968478236563,0.8497968478236563,0.8497968478236563
spapros_7_HLCA_137,0.8967607985104434,0.8844141988040635,0.9068528762785556,0.8629095281868449,0.9016556165556144,0.9016556165556144,0.9016556165556144
spapros_1_HLCA_138,0.6756921204578864,0.2341327839736101,0.1949519653960026,0.3915638712207474,0.0271858968120499,0.0271858968120499,0.0271858968120499
spapros_0_HLCA_138,0.7634062221351763,0.4186734707581723,0.5310181745471372,0.497522273093992,0.0303367833458193,0.0303367833458193,0.0303367833458193
spapros_2_HLCA_138,0.7938167824311586,0.5094434398353542,0.6471908346420518,0.5881884888863311,0.046106198537768,0.046106198537768,0.046106198537768
spapros_3_HLCA_138,0.8300813453869006,0.6226450300514063,0.7164151290977143,0.6641754299391435,0.0765535551189878,0.0765535551189878,0.0765535551189878
spapros_4_HLCA_138,0.84797052109184,0.6977277845951956,0.8062950654459968,0.7667428276218885,0.1910294614199906,0.1910294614199906,0.1910294614199906
spapros_5_HLCA_138,0.8658850111151217,0.7899454552682923,0.8476761320530739,0.8193038214865211,0.3501696960103767,0.3501696960103767,0.3501696960103767
spapros_6_HLCA_138,0.8730145797269944,0.7946636365579294,0.86735065426688,0.8430179222907768,0.5571318336385657,0.5571318336385657,0.5571318336385657
spapros_10_HLCA_138,0.8783879938505051,0.8138116627286932,0.8878241514424362,0.8580235512955332,0.7034556842679567,0.7034556842679567,0.7034556842679567
spapros_11_HLCA_138,0.879966434340524,0.8161378990315401,0.8898458972056131,0.8614832099021266,0.8110410622503286,0.8110410622503286,0.8110410622503286
spapros_7_HLCA_138,0.8897194791976398,0.8668030002790502,0.888063032466414,0.8601153868259355,0.8852224166104239,0.8852224166104239,0.8852224166104239
spapros_1_HLCA_139,0.7296874950692743,0.416648463089585,0.218227407238073,0.4386936585366021,0.0285046960127718,0.0285046960127718,0.0285046960127718
spapros_0_HLCA_139,0.7947508693865671,0.586374217575599,0.6387792851700822,0.598954528547362,0.0461054340513367,0.0461054340513367,0.0461054340513367
spapros_2_HLCA_139,0.819897031032892,0.6629492915588217,0.6844434497515339,0.6493545768214531,0.0737034563747925,0.0737034563747925,0.0737034563747925
spapros_3_HLCA_139,0.8413066832149309,0.6913051761788416,0.7817480715025231,0.7238212727960448,0.1335846634402988,0.1335846634402988,0.1335846634402988
spapros_4_HLCA_139,0.8663938842502272,0.7480409627690214,0.8324082506089641,0.7876678733422006,0.2975440960837515,0.2975440960837515,0.2975440960837515
spapros_5_HLCA_139,0.8801986850728755,0.800067353250857,0.8604586671494461,0.8221490337701154,0.496243006442955,0.496243006442955,0.496243006442955
spapros_6_HLCA_139,0.8925684185444077,0.8659548928074207,0.8808816320501864,0.8455389803396693,0.6941395349721936,0.6941395349721936,0.6941395349721936
spapros_10_HLCA_139,0.8983361875593269,0.8914928758569314,0.8847536654871581,0.8475197416604316,0.7742370855642109,0.7742370855642109,0.7742370855642109
spapros_11_HLCA_139,0.900038717348313,0.9032967531908982,0.8802480167205162,0.8540570959557469,0.8381715102389738,0.8381715102389738,0.8381715102389738
spapros_7_HLCA_139,0.8986824772690801,0.8950131149112561,0.9002584332008785,0.8625858190793666,0.9603361966662828,0.9603361966662828,0.9603361966662828
spapros_1_HLCA_140,0.763304261485219,0.3866739424785216,0.1612537759056172,0.4130298646939357,0.0243326573787594,0.0243326573787594,0.0243326573787594
spapros_0_HLCA_140,0.8176660105123225,0.531624316282015,0.663810856452038,0.5720238089056378,0.0427939310419151,0.0427939310419151,0.0427939310419151
spapros_2_HLCA_140,0.8458497367445164,0.6953039647308744,0.7239607308637754,0.6607856344140827,0.0881849158571489,0.0881849158571489,0.0881849158571489
spapros_3_HLCA_140,0.8685765538279795,0.8021200192160692,0.7825978525623782,0.7525875154473768,0.1689994839151513,0.1689994839151513,0.1689994839151513
spapros_4_HLCA_140,0.8819538860378184,0.8549296082893804,0.843880616051579,0.815424173894759,0.3764166262425758,0.3764166262425758,0.3764166262425758
spapros_5_HLCA_140,0.8892428012977537,0.8667383570103452,0.8742744943862928,0.8370421630321772,0.6005516681263982,0.6005516681263982,0.6005516681263982
spapros_6_HLCA_140,0.8948220809080029,0.8755881158848204,0.9079823651767394,0.8604842345105116,0.8071773011375001,0.8071773011375001,0.8071773011375001
spapros_10_HLCA_140,0.8973118719474046,0.8800727515047938,0.8939691886729475,0.8606746538137685,0.8969430330113789,0.8969430330113789,0.8969430330113789
spapros_11_HLCA_140,0.8978584504239357,0.8812091299904868,0.8980804404740116,0.8649468250250998,0.9414527489950693,0.9414527489950693,0.9414527489950693
spapros_7_HLCA_140,0.9029337427206544,0.8992818206977337,0.8995094841305462,0.8598593486961125,0.971202187475872,0.971202187475872,0.971202187475872
spapros_1_HLCA_141,0.7083655190121468,0.2927536412213278,0.1198816853739036,0.3751830174188797,0.0233805010737775,0.0233805010737775,0.0233805010737775
spapros_0_HLCA_141,0.8095330312881432,0.5530643031845999,0.6205851461181382,0.5288475714988699,0.0381792909294662,0.0381792909294662,0.0381792909294662
spapros_2_HLCA_141,0.8419101025047429,0.68255782101956,0.6902279833550258,0.6373764906513416,0.0716432895094193,0.0716432895094193,0.0716432895094193
spapros_3_HLCA_141,0.8630713382547128,0.786198569189664,0.7732137757600694,0.7235361314888624,0.1396632008545989,0.1396632008545989,0.1396632008545989
spapros_4_HLCA_141,0.8807376810788811,0.8425496515365906,0.8478039826366731,0.7955239962515266,0.3183438907306278,0.3183438907306278,0.3183438907306278
spapros_5_HLCA_141,0.8867100564326877,0.8720415017903865,0.8565429529769824,0.8341595274428736,0.5438747089253207,0.5438747089253207,0.5438747089253207
spapros_6_HLCA_141,0.8983288786778673,0.8841028616917054,0.8799615705302293,0.8493769426920931,0.7640215337623921,0.7640215337623921,0.7640215337623921
spapros_10_HLCA_141,0.9009427713890172,0.8898315449868387,0.8925236502174825,0.8592366034330275,0.8691820934107035,0.8691820934107035,0.8691820934107035
spapros_11_HLCA_141,0.9032210177955808,0.898873212584493,0.8928712825049641,0.8607148992697653,0.9269620063274898,0.9269620063274898,0.9269620063274898
spapros_7_HLCA_141,0.9029171994228798,0.8951645397899423,0.900881414003306,0.8656995555274982,0.9569443807914008,0.9569443807914008,0.9569443807914008
spapros_1_HLCA_142,0.6176952744945002,0.1775485478175954,0.1834756202601823,0.3791895722892836,0.0246070835379067,0.0246070835379067,0.0246070835379067
spapros_0_HLCA_142,0.7211936816835344,0.3179550412842335,0.521410445296184,0.4838064367826512,0.0292821874940637,0.0292821874940637,0.0292821874940637
spapros_2_HLCA_142,0.7695302471750501,0.4591158900376704,0.6459587501241144,0.57393684608481,0.0426976559889358,0.0426976559889358,0.0426976559889358
spapros_3_HLCA_142,0.8081066757437939,0.5662778115673625,0.6947122709779833,0.6397327320213128,0.0639688030001232,0.0639688030001232,0.0639688030001232
spapros_4_HLCA_142,0.8365541828937048,0.6688757699134961,0.7841900088912332,0.7500538777897429,0.1600208156038275,0.1600208156038275,0.1600208156038275
spapros_5_HLCA_142,0.854331450842175,0.750383219062777,0.8397028008186421,0.8063362254594384,0.3178728808661379,0.3178728808661379,0.3178728808661379
spapros_6_HLCA_142,0.8661619634785739,0.7906704633228491,0.8901865790362797,0.8425692039996558,0.552354763310224,0.552354763310224,0.552354763310224
spapros_10_HLCA_142,0.8731769451012003,0.8181735411720551,0.8826496607058572,0.8537166412736573,0.6844413863590388,0.6844413863590388,0.6844413863590388
spapros_11_HLCA_142,0.8782967772188389,0.8228507317588548,0.8934795843448391,0.859670864306661,0.7595319959431712,0.7595319959431712,0.7595319959431712
spapros_7_HLCA_142,0.884359755097611,0.8306903736786367,0.8988632728610844,0.8635876533487167,0.8213035499655411,0.8213035499655411,0.8213035499655411
pseudo_9_HLCA_132,0.9029490775927806,0.8981486434381236,0.8924140675068368,0.8633147809540013,1.0,1.0,1.0
pseudo_9_HLCA_133,0.9029490775927806,0.8981486434381236,0.8924140675068368,0.8633147809540013,1.0,1.0,1.0
pseudo_9_HLCA_134,0.9029490775927806,0.8981486434381236,0.8924140675068368,0.8633147809540013,1.0,1.0,1.0
pseudo_9_HLCA_135,0.9029490775927806,0.8981486434381236,0.8924140675068368,0.8633147809540013,1.0,1.0,1.0
pseudo_9_HLCA_136,0.9029490775927806,0.8981486434381236,0.8924140675068368,0.8633147809540013,1.0,1.0,1.0
pseudo_9_HLCA_137,0.9029490775927806,0.8981486434381236,0.8924140675068368,0.8633147809540013,1.0,1.0,1.0
pseudo_9_HLCA_138,0.9029490775927806,0.8981486434381236,0.8924140675068368,0.8633147809540013,1.0,1.0,1.0
pseudo_9_HLCA_139,0.9029490775927806,0.8981486434381236,0.8924140675068368,0.8633147809540013,1.0,1.0,1.0
pseudo_9_HLCA_140,0.9029490775927806,0.8981486434381236,0.8924140675068368,0.8633147809540013,1.0,1.0,1.0
pseudo_9_HLCA_141,0.9029490775927806,0.8981486434381236,0.8924140675068368,0.8633147809540013,1.0,1.0,1.0
pseudo_9_HLCA_142,0.9029490775927806,0.8981486434381236,0.8924140675068368,0.8633147809540013,1.0,1.0,1.0
spapros_0_HLCA_61,0.6381099037252551,0.21704895053170525,0.35110547401023345,0.4051540808974522,,,
spapros_0_HLCA_62,0.7634062221351763,0.41867347075817235,0.5310181745471372,0.497522273093992,,,
spapros_0_HLCA_63,0.7211936816835344,0.3179550412842335,0.521410445296184,0.4838064367826512,,,
spapros_0_HLCA_64,0.8037969535802887,0.513931558431052,0.6188082153168228,0.5445139781680756,,,
spapros_0_HLCA_65,0.7739817972189819,0.4643579689746091,0.585893728626057,0.52990452263535,,,
spapros_0_HLCA_66,0.7995961348740283,0.5790256851302528,0.6269768468418843,0.5406080201263446,,,
spapros_0_HLCA_67,0.7947508693865671,0.586374217575599,0.6387792851700822,0.598954528547362,,,
spapros_0_HLCA_68,0.7675152875304332,0.477243691013272,0.571449535728066,0.5149731044714378,,,
spapros_0_HLCA_69,0.7877448192891151,0.4584950716110554,0.5967053850796554,0.5185061359290895,,,
spapros_0_HLCA_70,0.8228662432150259,0.5672923489650429,0.6635745073531497,0.5467795565037445,,,
spapros_0_HLCA_71,0.8087412986915415,0.5775494012218525,0.6372082360188256,0.5431360224628232,,,
spapros_0_HLCA_72,0.8085498107339454,0.5472429244230207,0.6345923818902395,0.5301475832555441,,,
spapros_0_HLCA_73,0.7935766344367833,0.48558580155657555,0.5571116770699067,0.5169448403799973,,,
spapros_0_HLCA_74,0.8052574597272595,0.5580795048407681,0.627393428988057,0.5477060012994348,,,
spapros_0_HLCA_75,0.7981394502154465,0.5564693586939123,0.6307661334382783,0.5438016699740007,,,
spapros_0_HLCA_76,0.8001599787118391,0.553678228010276,0.5676574172976669,0.5011243627973716,,,
spapros_0_HLCA_77,0.7902145051710429,0.4631196780718911,0.5991253718244733,0.5128424370513106,,,
spapros_0_HLCA_78,0.7699259661782222,0.43291425932935884,0.6155436372463423,0.5450141140610482,,,
spapros_0_HLCA_79,0.7850721465379665,0.467237283608441,0.580624807225144,0.5092654806169644,,,
spapros_0_HLCA_80,0.8043331962822791,0.5136935963871302,0.6106396005010688,0.5323758263759035,,,
spapros_0_HLCA_81,0.7859998038959782,0.5051582359625376,0.5224767776841086,0.4996893373132538,,,
spapros_0_HLCA_82,0.8004633576278751,0.4992574258722615,0.5695515130327331,0.5038529062442451,,,
spapros_0_HLCA_83,0.791224870810637,0.4264361350742427,0.5892255863481834,0.5270690988989166,,,
spapros_0_HLCA_84,0.8037921012505943,0.5604280038319877,0.5647465777141797,0.49694451886977664,,,
spapros_0_HLCA_85,0.7990125993970262,0.48656486454321096,0.6011230973479196,0.5254197110086124,,,
spapros_0_HLCA_86,0.765672019574688,0.4567685615222157,0.5712446457432068,0.4993583091087775,,,
spapros_0_HLCA_87,0.7803795301174009,0.4510961764040795,0.5229923717189173,0.45958024898115324,,,
spapros_0_HLCA_88,0.7734797376431818,0.44229176394910263,0.5736465930115597,0.5154385371042396,,,
spapros_0_HLCA_89,0.7792046375414915,0.43720518741053266,0.5852193366042997,0.5000366820876503,,,
spapros_0_HLCA_90,0.7986682982317573,0.4701658210824526,0.5797717622382477,0.5161684394355135,,,
spapros_0_HLCA_91,0.7906129740827493,0.448577098616685,0.5805450485470005,0.5023709289039958,,,
spapros_0_HLCA_92,0.7955317098177052,0.5181556779007654,0.6371070073795448,0.5355257102319367,,,
spapros_0_HLCA_93,0.8097214039532509,0.549192750142805,0.5665064482403697,0.4906780142563488,,,
spapros_0_HLCA_94,0.7737713856678586,0.4915153420993425,0.5565178342901405,0.47938023202514496,,,
spapros_0_HLCA_95,0.8062684248332657,0.531199630604935,0.5651345007244267,0.5209805118572206,,,
spapros_0_HLCA_96,0.7893364683176637,0.47517315292581097,0.5633009977079254,0.5145649924991034,,,
spapros_0_HLCA_97,0.7854799874777592,0.4659118248692075,0.5807662670022993,0.5029875273456467,,,
spapros_0_HLCA_98,0.7955674523190162,0.4932696247436244,0.5844593553106705,0.4988835554103611,,,
spapros_0_HLCA_99,0.7990041146949745,0.5255448298714883,0.5969793586300547,0.5036085285588954,,,
spapros_0_HLCA_100,0.795325037774981,0.5339122594184392,0.5705902911686636,0.5014226394167915,,,
spapros_0_HLCA_101,0.7897849021642096,0.4858999330960414,0.5881171084023633,0.5086694188103575,,,
spapros_0_HLCA_102,0.7841655581235933,0.52155245183278,0.6262499927254362,0.5329202771830526,,,
spapros_0_HLCA_103,0.797445490291811,0.5090589260749797,0.5973465367243329,0.5151947244922888,,,
spapros_0_HLCA_104,0.7877117070425058,0.5079699485257932,0.5419272050671905,0.489921006317447,,,
spapros_0_HLCA_105,0.7979751072646576,0.5794164956167965,0.5874571816634866,0.5327288476754262,,,
spapros_0_HLCA_106,0.7992410997940776,0.5204722285853206,0.5752860417272204,0.5076593531085616,,,
spapros_0_HLCA_107,0.7873637435434321,0.4485568179259769,0.5351732651318669,0.47093091441665785,,,
spapros_0_HLCA_108,0.7975173258193339,0.44375486475462694,0.5586220297298505,0.4997678194830736,,,
spapros_0_HLCA_109,0.7648751941022134,0.4508939497999398,0.5313904751585533,0.4718701455455829,,,
spapros_0_HLCA_110,0.7839578209198667,0.4111946820722954,0.5791676627474385,0.507134402720242,,,
spapros_0_HLCA_111,0.7982464407707365,0.5368697625100197,0.5935326483371293,0.5128980006733466,,,
spapros_0_HLCA_112,0.7958347526151739,0.4859912708960241,0.5701302504716045,0.4947431060413803,,,
spapros_0_HLCA_113,0.7992795184858622,0.5315026735073233,0.6002301208468265,0.5336346414509895,,,
spapros_0_HLCA_114,0.7965108832537325,0.4547620681016756,0.5231226672091398,0.5051371858784778,,,
spapros_0_HLCA_115,0.7901623126275391,0.4520318411861762,0.6030056749894779,0.5118131105884685,,,
spapros_0_HLCA_116,0.8016294947535861,0.49298738634596634,0.5615961215341608,0.5253132708102661,,,
spapros_0_HLCA_117,0.7899106636286177,0.4453988409145933,0.5907456460714309,0.5133828736008015,,,
spapros_0_HLCA_118,0.8001112385699193,0.5390436977586267,0.5894302202237256,0.5224067912391691,,,
spapros_0_HLCA_119,0.788420438585903,0.4687646461362805,0.5518700338658173,0.4970758959280916,,,
spapros_0_HLCA_120,0.7914516514148439,0.5129005437052009,0.5716363292859188,0.5047614968188634,,,
spapros_0_HLCA_121,0.7913548146558608,0.45598518490266765,0.5687508736290277,0.5006323166162501,,,
spapros_0_HLCA_122,0.7988298614293873,0.5208697694732508,0.6026417903056867,0.5110696830968526,,,
spapros_0_HLCA_123,0.8036437960332089,0.5155527175431276,0.5881586431324692,0.5319885712673866,,,
spapros_0_HLCA_124,0.7961033485160365,0.5040865442050418,0.6088947577835748,0.5292014677550382,,,
spapros_0_HLCA_125,0.7980029614475637,0.5183225977341067,0.5468474955404024,0.4885870850245249,,,
spapros_0_HLCA_126,0.7855845610511357,0.4834767888805726,0.5696952186442998,0.4999661180275835,,,
spapros_0_HLCA_127,0.8004450152759617,0.5344300306134864,0.6160482734514057,0.5376841652702471,,,
spapros_0_HLCA_128,0.7911030372286457,0.44323175477952,0.5553142743180075,0.49236277882508084,,,
spapros_0_HLCA_129,0.8052491924970422,0.520500784539328,0.5697208881488147,0.5035865160552297,,,
spapros_0_HLCA_130,0.7994596304209951,0.5248606061863064,0.5744544550451964,0.5069023690060044,,,
spapros_0_HLCA_131,0.7857616140394682,0.5231380956845445,0.5966100960177527,0.5187051661527922,,,
