,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,forest_clfs accuracy,forest_clfs perct acc > 0.8,knn_overlap_X_id mean_overlap_AUC batch_mean,knn_overlap_X_id mean_overlap_AUC full,knn_overlap mean_overlap_AUC
spapros_10_HLCA_139,0.8870478351737867,0.8535132956798586,0.8637523047505722,0.8804162680177497,0.621097979352737,0.621097979352737,0.621097979352737
spapros_11_HLCA_139,0.892288591669592,0.8578911493289738,0.8605304721371464,0.8766786566611123,0.7066105008422219,0.7066105008422219,0.7066105008422219
spapros_7_HLCA_139,0.9005319462057959,0.878471621877863,0.863492773551952,0.8905266575651413,0.836134107496157,0.836134107496157,0.836134107496157
spapros_1_HLCA_140,0.06849950633098936,0.16615899810445087,0.6116144724628481,0.2863672604021654,0.011049897709762826,0.011049897709762826,0.011049897709762826
spapros_0_HLCA_140,0.5856375125879361,0.4907827955451812,0.7445741022020493,0.48732045992388856,0.017092441355293402,0.017092441355293402,0.017092441355293402
spapros_2_HLCA_140,0.6220509079082606,0.5396922054909226,0.8004636705099192,0.6349788698003785,0.027992866602906504,0.027992866602906504,0.027992866602906504
spapros_3_HLCA_140,0.6959499844778035,0.6350768741701474,0.8271954199850142,0.7657842947837693,0.06110649510663745,0.06110649510663745,0.06110649510663745
spapros_4_HLCA_140,0.7969675976460237,0.731933337618961,0.8457719045785139,0.8237153686032228,0.16423310934886898,0.16423310934886898,0.16423310934886898
spapros_5_HLCA_140,0.8343297201185325,0.7902878805165845,0.8545827016282904,0.8726422722541216,0.30716570037422825,0.30716570037422825,0.30716570037422825
spapros_6_HLCA_140,0.8776402356062374,0.8422815794777112,0.8576127229409246,0.8762530698764246,0.5280805324062218,0.5280805324062218,0.5280805324062218
spapros_10_HLCA_140,0.8895871972625842,0.8690085713503664,0.857100013622408,0.86799303518802,0.6969933102775623,0.6969933102775623,0.6969933102775623
spapros_11_HLCA_140,0.8996280998750323,0.8767469915197124,0.8605696402241593,0.8716612584057736,0.7796285967566039,0.7796285967566039,0.7796285967566039
spapros_7_HLCA_140,0.9010931422052282,0.8751213119187703,0.864794462649882,0.8907841106726474,0.8344722797148069,0.8344722797148069,0.8344722797148069
spapros_1_HLCA_141,0.10388161639412075,0.18307240171441153,0.6386042367633121,0.22772054349441553,0.011275242956457888,0.011275242956457888,0.011275242956457888
spapros_0_HLCA_141,0.5383226694991093,0.47258973558004785,0.7417793481496919,0.41185471399630547,0.015011906012821569,0.015011906012821569,0.015011906012821569
spapros_2_HLCA_141,0.6484917938605419,0.5860304669628629,0.810005475399433,0.7046775611808227,0.031998284370819634,0.031998284370819634,0.031998284370819634
spapros_3_HLCA_141,0.7036333880601965,0.6529035104235551,0.8226532292506218,0.7396472653304834,0.06235672604856436,0.06235672604856436,0.06235672604856436
spapros_4_HLCA_141,0.7626616477397431,0.7244834990253548,0.8439803773050597,0.7984865112939349,0.15412018319715928,0.15412018319715928,0.15412018319715928
spapros_5_HLCA_141,0.8252216340197069,0.785578738370629,0.8526402687067677,0.844667588260379,0.3016571791015808,0.3016571791015808,0.3016571791015808
spapros_6_HLCA_141,0.8667630242671029,0.8524956179452445,0.8565632146977353,0.8740889534987569,0.5200777504693233,0.5200777504693233,0.5200777504693233
spapros_10_HLCA_141,0.8859898355040363,0.8614728663960015,0.8584953507873481,0.8710310183077618,0.6401060353962229,0.6401060353962229,0.6401060353962229
spapros_11_HLCA_141,0.8908777480090264,0.8740702532447934,0.8623167208212985,0.882811104473913,0.7284379649027843,0.7284379649027843,0.7284379649027843
spapros_7_HLCA_141,0.9034918001350943,0.8751080015117167,0.8621722896907519,0.8829123686626116,0.7883267524168569,0.7883267524168569,0.7883267524168569
spapros_1_HLCA_142,0.09809651876419655,0.305396255263317,0.7084240777326041,0.37278105334349365,0.012868023584712404,0.012868023584712404,0.012868023584712404
spapros_0_HLCA_142,0.6063747000981727,0.5447996671602777,0.7536671098503822,0.5695044864639095,0.021101710819178592,0.021101710819178592,0.021101710819178592
spapros_2_HLCA_142,0.6764199650325284,0.6225017867951704,0.7853086525853968,0.6388876046162043,0.03439346534943675,0.03439346534943675,0.03439346534943675
spapros_3_HLCA_142,0.7243513009107565,0.686855947721009,0.8093374635919359,0.7382927867835497,0.06429883275422832,0.06429883275422832,0.06429883275422832
spapros_4_HLCA_142,0.7726561977961452,0.7743999309702201,0.8244301349841223,0.7845031380278238,0.16522391228014757,0.16522391228014757,0.16522391228014757
spapros_5_HLCA_142,0.8463665438651793,0.8341226592141116,0.8426276202975328,0.8527571302303721,0.33489497269508817,0.33489497269508817,0.33489497269508817
spapros_6_HLCA_142,0.8840040010220662,0.8646579568273142,0.8550902131993007,0.8741236983150327,0.5991060059403303,0.5991060059403303,0.5991060059403303
spapros_10_HLCA_142,0.8965147156365292,0.8776628022431187,0.8582593748226484,0.8842580156598026,0.7510150588448302,0.7510150588448302,0.7510150588448302
spapros_11_HLCA_142,0.8988623286748509,0.8782653293974683,0.8576414833552989,0.8867844768110515,0.833671764761183,0.833671764761183,0.833671764761183
spapros_7_HLCA_142,0.9065371185493987,0.8776353285050005,0.8574572205663493,0.8814552978987914,0.8761384466201663,0.8761384466201663,0.8761384466201663
pseudo_9_HLCA_132,0.8995773724555751,0.8796816131088544,0.8665991823618746,0.8942412330143937,1.0,1.0,1.0
pseudo_9_HLCA_133,0.8995773724555751,0.8796816131088544,0.8665991823618746,0.8942412330143937,1.0,1.0,1.0
pseudo_9_HLCA_134,0.8995773724555751,0.8796816131088544,0.8665991823618746,0.8942412330143937,1.0,1.0,1.0
pseudo_9_HLCA_135,0.8995773724555751,0.8796816131088544,0.8665991823618746,0.8942412330143937,1.0,1.0,1.0
pseudo_9_HLCA_136,0.8995773724555751,0.8796816131088544,0.8665991823618746,0.8942412330143937,1.0,1.0,1.0
pseudo_9_HLCA_137,0.8995773724555751,0.8796816131088544,0.8665991823618746,0.8942412330143937,1.0,1.0,1.0
pseudo_9_HLCA_138,0.8995773724555751,0.8796816131088544,0.8665991823618746,0.8942412330143937,1.0,1.0,1.0
pseudo_9_HLCA_139,0.8995773724555751,0.8796816131088544,0.8665991823618746,0.8942412330143937,1.0,1.0,1.0
pseudo_9_HLCA_140,0.8995773724555751,0.8796816131088544,0.8665991823618746,0.8942412330143937,1.0,1.0,1.0
pseudo_9_HLCA_141,0.8995773724555751,0.8796816131088544,0.8665991823618746,0.8942412330143937,1.0,1.0,1.0
pseudo_9_HLCA_142,0.8995773724555751,0.8796816131088544,0.8665991823618746,0.8942412330143937,1.0,1.0,1.0
