,forest_clfs accuracy,forest_clfs perct acc > 0.8,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60
spapros_0_bone_marrow_20,0.7975913815318876,0.513514514513282,0.10474015909529868,0.14187370154476286
spapros_0_bone_marrow_21,0.8630527934688869,0.9151960784313724,0.1228262199009807,0.16930600039623295
spapros_0_bone_marrow_22,0.9237765541887942,1.0,0.30357741286871354,0.24318724975227185
spapros_0_bone_marrow_23,0.8261195362031565,0.6666666666666666,0.16581969117579579,0.1830944023426233
spapros_0_bone_marrow_24,0.8261195362031565,0.6666666666666666,0.16581969117579579,0.1830944023426233
spapros_0_bone_marrow_25,0.8261195362031565,0.6666666666666666,0.16581969117579579,0.1830944023426233
spapros_0_bone_marrow_26,0.8132011901228066,0.6666666666666666,0.16982444217721504,0.1890623624385147
spapros_0_bone_marrow_27,0.8132011901228066,0.6666666666666666,0.16982444217721504,0.1890623624385147
spapros_0_bone_marrow_28,0.8111937019347213,0.6416647243827143,0.14141040872407917,0.1547179921733072
spapros_0_bone_marrow_29,0.8752693248122938,0.8171568627450979,0.16919740037739203,0.1901108792322975
spapros_0_bone_marrow_30,0.9335868571811002,1.0,0.2894793787264964,0.22970671797984626
spapros_0_bone_marrow_31,0.8132011901228066,0.6666666666666666,0.16982444217721504,0.1890623624385147
spapros_0_bone_marrow_32,0.8111937019347213,0.6416647243827143,0.14141040872407917,0.1547179921733072
spapros_0_bone_marrow_33,0.8481332828865943,0.6666666666666666,0.11682989426374113,0.15579791188078929
spapros_0_bone_marrow_34,0.8954965160381811,0.9970588235294114,0.11805284265795443,0.15509763115058686
spapros_0_bone_marrow_35,0.8530570063492632,0.7387254901960784,0.13622058590052555,0.1658432683466142
spapros_0_bone_marrow_36,0.9034851558784475,1.0,0.16282988926324,0.1740206478400313
spapros_0_bone_marrow_37,0.8530570063492632,0.7387254901960784,0.13622058590052555,0.1658432683466142
spapros_0_bone_marrow_38,0.8481332828865943,0.6666666666666666,0.11682989426374113,0.15579791188078929
spapros_0_bone_marrow_39,0.7803150754226476,0.6272056109265409,0.17001102461910272,0.19064524605598837
spapros_0_bone_marrow_40,0.8947447206645079,0.9480392156862741,0.16585464594121285,0.1750041230285821
spapros_0_bone_marrow_41,0.890580306011035,0.8759803921568627,0.1757914917305698,0.1930639463537616
spapros_0_bone_marrow_42,0.926368263906158,1.0,0.258022324725301,0.23420837472883535
spapros_0_bone_marrow_43,0.890580306011035,0.8759803921568627,0.1757914917305698,0.1930639463537616
spapros_0_bone_marrow_44,0.8214961314954153,0.4337763012181621,0.07625602412873625,0.12054672953943268
spapros_0_bone_marrow_45,0.8263406442264617,0.6666666666666666,0.11999837591715155,0.15908811969763068
spapros_0_bone_marrow_46,0.8685607836325716,0.7622549019607846,0.13868546566143347,0.1673531055252318
spapros_0_bone_marrow_47,0.8970932200756269,1.0,0.1583601022489028,0.17773978860237988
spapros_0_bone_marrow_48,0.8970932200756269,1.0,0.1583601022489028,0.17773978860237988
spapros_0_bone_marrow_49,0.8970932200756269,1.0,0.1583601022489028,0.17773978860237988
spapros_0_bone_marrow_50,0.8511200681720021,0.6588778146917679,0.0984115399755129,0.13915193999712475
spapros_0_bone_marrow_51,0.909339950067297,1.0,0.18321960233982595,0.18842021840609133
spapros_0_bone_marrow_52,0.8837982567050217,0.8656862745098036,0.19330835550472308,0.18908951882919472
spapros_0_bone_marrow_53,0.8835141085754324,0.9480392156862741,0.148198004029573,0.17383922464541035
