,knn_overlap mean_overlap_AUC,forest_clfs accuracy,forest_clfs perct acc > 0.8,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60,knn_overlap_X_id mean_overlap_AUC batch_mean,knn_overlap_X_id mean_overlap_AUC full
spapros_0_HLCA_82,,0.7844698947422964,0.5523911158520424,0.7487236439641474,0.5890460220284569,,
spapros_0_HLCA_83,,0.7721409030883745,0.5093608335276197,0.7249240606570138,0.5871233082552084,,
spapros_0_HLCA_84,,0.7791946872020428,0.5393030660784659,0.7268629541126341,0.5814658299871897,,
spapros_0_HLCA_85,,0.7738350631550598,0.509481048274384,0.7310166109944893,0.5879521515670598,,
spapros_0_HLCA_86,,0.7541560161005589,0.4371560313313191,0.7283678016886239,0.5561643704039574,,
spapros_0_HLCA_87,,0.7458516424927637,0.47745307844234686,0.7131447374258698,0.552604128865599,,
spapros_0_HLCA_88,,0.7580046890669219,0.48524248273858017,0.7472789661845618,0.5677175430183157,,
spapros_0_HLCA_89,,0.7384532436898279,0.39108466344332443,0.7151664650835726,0.5603301022841103,,
spapros_0_HLCA_90,,0.7803594106480357,0.512759508613388,0.7023824077629449,0.5752793023458466,,
spapros_0_HLCA_91,,0.7638824146480625,0.4701122052030128,0.7421174359959017,0.5690046160427464,,
spapros_0_HLCA_92,,0.7789180027326413,0.5521641412070589,0.7693344814455424,0.5759471671136918,,
spapros_0_HLCA_93,,0.7805811793035077,0.5370753249931126,0.7154244831081134,0.5817422774588479,,
spapros_0_HLCA_94,,0.7492578141115205,0.43392446755333736,0.6830237402194435,0.5577763140956005,,
spapros_0_HLCA_95,,0.7722412347699522,0.4712556036828916,0.7395212367602431,0.6012225783286352,,
spapros_0_HLCA_96,,0.7705241159195972,0.4970059574603014,0.6718587744601654,0.5770149371317324,,
spapros_0_HLCA_97,,0.7734803986545993,0.531334209159715,0.730261791626457,0.5883054470303692,,
spapros_0_HLCA_98,,0.7801145646846176,0.5195845782402647,0.7248908663544398,0.5867718399526648,,
spapros_0_HLCA_99,,0.7487228473831394,0.4437209641395537,0.7204761789055176,0.5608175472846095,,
spapros_0_HLCA_100,,0.7681802587484117,0.48815018354788986,0.7513028039892923,0.5760684978739941,,
spapros_0_HLCA_101,,0.7695900960413415,0.49651016603837,0.7423521288935693,0.5742586217763928,,
spapros_0_HLCA_102,,0.7922455147532266,0.5495502538985616,0.7493287615589697,0.5873936086447518,,
spapros_0_HLCA_103,,0.7788658128925603,0.5412568352291511,0.731748724740286,0.5776564895584055,,
spapros_0_HLCA_104,,0.7777139059679744,0.5349779546083551,0.6959432588750807,0.5822848702624934,,
spapros_0_HLCA_105,,0.7667600567994739,0.5022585146683947,0.7234044565155414,0.5841038943393362,,
spapros_0_HLCA_106,,0.7657085808608175,0.48418655298724234,0.7134756449757418,0.5913855538147086,,
spapros_0_HLCA_107,,0.7667490889014964,0.539336900215441,0.6414702394882617,0.5551948584558869,,
spapros_0_HLCA_108,,0.7720031634649017,0.5277058187816248,0.7244070353505371,0.5818127015439742,,
spapros_0_HLCA_109,,0.773924423897965,0.5501594684759429,0.7105718443647087,0.5958640504798272,,
spapros_0_HLCA_110,,0.780830045509368,0.5222465501220727,0.744915468046294,0.5809561670311212,,
spapros_0_HLCA_111,,0.7717156285328658,0.5285408343897349,0.7445269120077681,0.564053075592841,,
spapros_0_HLCA_112,,0.7814642985733498,0.5336329705901903,0.6838672373804875,0.5729097207804519,,
spapros_0_HLCA_113,,0.7798733000942251,0.5332581903442611,0.7486156717188654,0.5910336769431076,,
spapros_0_HLCA_114,,0.7644101370966759,0.499381351887295,0.7294860855827292,0.5675279521572245,,
spapros_0_HLCA_115,,0.7778740092905355,0.5334413007800851,0.7698380844241055,0.5983407066472768,,
spapros_0_HLCA_116,,0.7733925287794665,0.5032494485833041,0.7639278046459194,0.593866645142221,,
spapros_0_HLCA_117,,0.7675740494073762,0.4430150379967481,0.7269083730991011,0.5847298879929778,,
spapros_0_HLCA_118,,0.7796843432576811,0.4891710622006913,0.7131061203962421,0.5902520670867174,,
spapros_0_HLCA_119,,0.7771406318558777,0.5112798013814547,0.6871139439376959,0.5816900381408827,,
spapros_0_HLCA_120,,0.7721487335860184,0.4840300946774934,0.7101200518943571,0.5839143133969045,,
spapros_0_HLCA_121,,0.7798727496408481,0.5191564209960354,0.7476492813396103,0.5748787734607408,,
spapros_0_HLCA_122,,0.778452985978892,0.5236415634133579,0.7337960331010653,0.58642799407345,,
spapros_0_HLCA_123,,0.779528619665026,0.5313677248374612,0.7261893094759384,0.5929082101102716,,
spapros_0_HLCA_124,,0.7685926246673959,0.49719528803353324,0.714188907853285,0.5895718580270554,,
spapros_0_HLCA_125,,0.7816810451678395,0.5281666214219543,0.6678408355595605,0.5685663802898693,,
spapros_0_HLCA_126,,0.7775384887948928,0.5021727664931104,0.7682058858459102,0.5862278289938083,,
spapros_0_HLCA_127,,0.792149798215393,0.5875648458667445,0.7685167413567706,0.5925390962753447,,
spapros_0_HLCA_128,,0.7806463308508217,0.5237526017127799,0.7676473141012636,0.5845141709336117,,
spapros_0_HLCA_129,,0.7862430399953972,0.586341926928085,0.7482272064003237,0.576413854281401,,
spapros_0_HLCA_130,,0.7705296648080786,0.5020412260315436,0.7111432729354813,0.5775332906172407,,
spapros_0_HLCA_131,,0.7775572645366232,0.5416437119974267,0.7605910951134446,0.5875780594852917,,
