,forest_clfs accuracy,forest_clfs perct acc > 0.8,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60
spapros_0_bone_marrow_20,0.7245990023583317,0.33919121158303794,0.7601726054485444,0.6327609595282169
spapros_0_bone_marrow_21,0.594713422424932,0.1386040276813651,0.5948704656346684,0.4971325619021112
spapros_0_bone_marrow_22,0.43499230520529086,0.07620022743284113,0.29106264958049877,0.268390933274231
spapros_0_bone_marrow_23,0.6295589719244606,0.14686998455212413,0.6508962220012118,0.5432586630524415
spapros_0_bone_marrow_24,0.6295589719244606,0.14686998455212413,0.6508962220012118,0.5432586630524415
spapros_0_bone_marrow_25,0.6295589719244606,0.14686998455212413,0.6508962220012118,0.5432586630524415
spapros_0_bone_marrow_26,0.6421312463820439,0.16852436987909147,0.6757525896853862,0.5517191345737926
spapros_0_bone_marrow_27,0.6421312463820439,0.16852436987909147,0.6757525896853862,0.5517191345737926
spapros_0_bone_marrow_28,0.708635190065989,0.276436601594779,0.7480036960908514,0.6220870513910752
spapros_0_bone_marrow_29,0.7146064144504966,0.29687339586810557,0.7293652238497512,0.608140692110241
spapros_0_bone_marrow_30,0.5859680279471222,0.10640905057925715,0.5994110384701343,0.49440299533379595
spapros_0_bone_marrow_31,0.6421312463820439,0.16852436987909147,0.6757525896853862,0.5517191345737926
spapros_0_bone_marrow_32,0.708635190065989,0.276436601594779,0.7480036960908514,0.6220870513910752
spapros_0_bone_marrow_33,0.6994112928623165,0.24619037703098867,0.7100795240831802,0.5954950676512947
spapros_0_bone_marrow_34,0.7068263316988732,0.27323818089134716,0.7199596755191431,0.603709812457138
spapros_0_bone_marrow_35,0.633000787450669,0.1585583381723372,0.6581458337030963,0.5486262295115865
spapros_0_bone_marrow_36,0.6995483040269083,0.26042107681781457,0.7248861481481731,0.6058820658840199
spapros_0_bone_marrow_37,0.633000787450669,0.1585583381723372,0.6581458337030963,0.5486262295115865
spapros_0_bone_marrow_38,0.6994112928623165,0.24619037703098867,0.7100795240831802,0.5954950676512947
spapros_0_bone_marrow_39,0.637765027416802,0.1592593645775544,0.679006587588133,0.5539108686578634
spapros_0_bone_marrow_40,0.6901707478526369,0.2270265772754619,0.7018510092608901,0.5904117277799269
spapros_0_bone_marrow_41,0.6183388678909718,0.16176804876826456,0.6784556234788015,0.556329611265405
spapros_0_bone_marrow_42,0.59963342842999,0.13607835561982198,0.6487525543660422,0.5276119978248945
spapros_0_bone_marrow_43,0.6183388678909718,0.16176804876826456,0.6784556234788015,0.556329611265405
spapros_0_bone_marrow_44,0.6998912627604903,0.23434843500441221,0.7206632854435149,0.6010435864566077
spapros_0_bone_marrow_45,0.7162264846264867,0.29484945994973666,0.7464805543248523,0.6102468903177047
spapros_0_bone_marrow_46,0.6386326492953688,0.14980592658605052,0.6809712567933006,0.5624781807598713
spapros_0_bone_marrow_47,0.7029418511632888,0.2511137090930633,0.7305168352455103,0.6075521063233801
spapros_0_bone_marrow_48,0.7029418511632888,0.2511137090930633,0.7305168352455103,0.6075521063233801
spapros_0_bone_marrow_49,0.7029418511632888,0.2511137090930633,0.7305168352455103,0.6075521063233801
spapros_0_bone_marrow_50,0.6993528276671946,0.24026764502882686,0.7232421927990631,0.6003383532003724
spapros_0_bone_marrow_51,0.6972141566766692,0.22413282249338942,0.7305616136059825,0.6053048778779837
spapros_0_bone_marrow_52,0.6069980471770191,0.15223587041794054,0.6683564549921202,0.5442405358815037
spapros_0_bone_marrow_53,0.6945158509636156,0.2490150964333581,0.738526826182366,0.6035048280109745
